,benchmark,model,ROC,precision @ rank,time
3209,wine_benchmark_1313.csv,LOF,0.5642,0.0872,1.1371
3210,wine_benchmark_1313.csv,PCA,0.5695,0.0564,0.027
3211,wine_benchmark_1313.csv,LODA,0.5345,0.0564,0.09
3212,wine_benchmark_1314.csv,KNN,0.5896,0.0718,1.1781
3213,wine_benchmark_1314.csv,LOF,0.5429,0.041,1.1602
3214,wine_benchmark_1314.csv,PCA,0.579,0.0564,0.028
3215,wine_benchmark_1314.csv,LODA,0.6033,0.0821,0.08
3216,wine_benchmark_1315.csv,KNN,0.5661,0.0462,1.2761
3217,wine_benchmark_1315.csv,LOF,0.5411,0.0513,1.3046
3218,wine_benchmark_1315.csv,PCA,0.5589,0.0462,0.027
3219,wine_benchmark_1315.csv,LODA,0.5721,0.0513,0.064
3220,wine_benchmark_1316.csv,KNN,0.5501,0.0462,1.8223
3221,wine_benchmark_1316.csv,LOF,0.5303,0.0718,1.7261
3222,wine_benchmark_1316.csv,PCA,0.5311,0.0359,0.062
3223,wine_benchmark_1316.csv,LODA,0.5015,0.0513,0.075
3224,wine_benchmark_1317.csv,KNN,0.5422,0.1128,1.6551
3225,wine_benchmark_1317.csv,LOF,0.5234,0.0974,1.6621
3226,wine_benchmark_1317.csv,PCA,0.5405,0.0667,0.071
3227,wine_benchmark_1317.csv,LODA,0.527,0.0821,0.082
3228,wine_benchmark_1318.csv,KNN,0.5509,0.0718,1.7307
3229,wine_benchmark_1318.csv,LOF,0.5413,0.0667,1.7501
3230,wine_benchmark_1318.csv,PCA,0.5565,0.0872,0.055
3231,wine_benchmark_1318.csv,LODA,0.5443,0.0615,0.076
3232,wine_benchmark_1319.csv,KNN,0.5638,0.0308,1.5581
3233,wine_benchmark_1319.csv,LOF,0.5309,0.0256,1.6159
3234,wine_benchmark_1319.csv,PCA,0.5451,0.0256,0.068
3235,wine_benchmark_1319.csv,LODA,0.4873,0.0154,0.069
3236,wine_benchmark_1320.csv,KNN,0.556,0.0769,1.8642
3237,wine_benchmark_1320.csv,LOF,0.5305,0.0718,1.7567
3238,wine_benchmark_1320.csv,PCA,0.5485,0.0615,0.0515
3239,wine_benchmark_1320.csv,LODA,0.5351,0.0308,0.094
3240,wine_benchmark_1321.csv,KNN,0.5703,0.0971,0.243
3241,wine_benchmark_1321.csv,LOF,0.579,0.0857,0.305
3242,wine_benchmark_1321.csv,PCA,0.5512,0.0914,0.014
3243,wine_benchmark_1321.csv,LODA,0.5493,0.0857,0.084
3244,wine_benchmark_1322.csv,KNN,0.5938,0.0852,0.207
3245,wine_benchmark_1322.csv,LOF,0.5821,0.0909,0.305
3246,wine_benchmark_1322.csv,PCA,0.563,0.0795,0.015
3247,wine_benchmark_1322.csv,LODA,0.4784,0.0852,0.107
3248,wine_benchmark_1323.csv,KNN,0.5921,0.125,0.285
3249,wine_benchmark_1323.csv,LOF,0.5742,0.1086,0.31
3250,wine_benchmark_1323.csv,PCA,0.5675,0.0625,0.013
3251,wine_benchmark_1323.csv,LODA,0.5954,0.0629,0.12
3252,wine_benchmark_1324.csv,KNN,0.6245,0.1314,0.222
3253,wine_benchmark_1324.csv,LOF,0.6064,0.125,0.277
3254,wine_benchmark_1324.csv,PCA,0.5918,0.108,0.012
3255,wine_benchmark_1324.csv,LODA,0.6348,0.108,0.088
3256,wine_benchmark_1325.csv,KNN,0.5618,0.12,0.245
3257,wine_benchmark_1325.csv,LOF,0.5422,0.1143,0.304
3258,wine_benchmark_1325.csv,PCA,0.5554,0.08,0.014
3259,wine_benchmark_1325.csv,LODA,0.5749,0.0857,0.093
3260,wine_benchmark_1326.csv,KNN,0.5756,0.1445,0.405
3261,wine_benchmark_1326.csv,LOF,0.5783,0.1676,0.454
3262,wine_benchmark_1326.csv,PCA,0.5878,0.0925,0.015
3263,wine_benchmark_1326.csv,LODA,0.5382,0.0578,0.085
3264,wine_benchmark_1327.csv,KNN,0.58,0.1264,0.4001
3265,wine_benchmark_1327.csv,LOF,0.5629,0.1207,0.547
3266,wine_benchmark_1327.csv,PCA,0.5708,0.1034,0.015
3267,wine_benchmark_1327.csv,LODA,0.5751,0.1207,0.094
3268,wine_benchmark_1328.csv,KNN,0.5409,0.0867,0.457
3269,wine_benchmark_1328.csv,LOF,0.5204,0.0694,0.5096
3270,wine_benchmark_1328.csv,PCA,0.5551,0.0405,0.016
3271,wine_benchmark_1328.csv,LODA,0.5283,0.0694,0.11
3272,wine_benchmark_1329.csv,KNN,0.5841,0.0971,0.501
3273,wine_benchmark_1329.csv,LOF,0.5787,0.0857,0.547
3274,wine_benchmark_1329.csv,PCA,0.553,0.0914,0.013
3275,wine_benchmark_1329.csv,LODA,0.579,0.0686,0.087
3276,wine_benchmark_1330.csv,KNN,0.5323,0.096,0.4661
3277,wine_benchmark_1330.csv,LOF,0.5241,0.096,0.573
3278,wine_benchmark_1330.csv,PCA,0.5269,0.0734,0.018
3279,wine_benchmark_1330.csv,LODA,0.4905,0.0565,0.09
3280,wine_benchmark_1331.csv,KNN,0.5211,0.0787,0.648
3281,wine_benchmark_1331.csv,LOF,0.5073,0.0618,0.7131
3282,wine_benchmark_1331.csv,PCA,0.5346,0.0618,0.027
3283,wine_benchmark_1331.csv,LODA,0.48,0.0337,0.066
3284,wine_benchmark_1332.csv,KNN,0.5815,0.0747,0.635
3285,wine_benchmark_1332.csv,LOF,0.5626,0.069,0.6561
3286,wine_benchmark_1332.csv,PCA,0.5839,0.0632,0.038
3287,wine_benchmark_1332.csv,LODA,0.5962,0.092,0.08
3288,wine_benchmark_1333.csv,KNN,0.5373,0.0909,0.7011
3289,wine_benchmark_1333.csv,LOF,0.5311,0.0682,0.8127
3290,wine_benchmark_1333.csv,PCA,0.5332,0.1023,0.036
3291,wine_benchmark_1333.csv,LODA,0.5807,0.1193,0.074
3292,wine_benchmark_1334.csv,KNN,0.5501,0.0682,0.641
3293,wine_benchmark_1334.csv,LOF,0.5365,0.0852,0.8226
3294,wine_benchmark_1334.csv,PCA,0.5487,0.0852,0.026
3295,wine_benchmark_1334.csv,LODA,0.4819,0.0739,0.071
3296,wine_benchmark_1335.csv,KNN,0.5558,0.069,0.7031
3297,wine_benchmark_1335.csv,LOF,0.539,0.069,0.6811
3298,wine_benchmark_1335.csv,PCA,0.5376,0.046,0.027
3299,wine_benchmark_1335.csv,LODA,0.5546,0.0805,0.08
3300,wine_benchmark_1336.csv,KNN,0.5176,0.0629,1.3437
3301,wine_benchmark_1336.csv,LOF,0.494,0.0514,1.2101
3302,wine_benchmark_1336.csv,PCA,0.5135,0.0514,0.056
3303,wine_benchmark_1336.csv,LODA,0.5487,0.0743,0.077
3304,wine_benchmark_1337.csv,KNN,0.5387,0.0739,1.3231
3305,wine_benchmark_1337.csv,LOF,0.5259,0.0568,1.2991
3306,wine_benchmark_1337.csv,PCA,0.5389,0.0739,0.056
3307,wine_benchmark_1337.csv,LODA,0.5093,0.0568,0.085
3308,wine_benchmark_1338.csv,KNN,0.5649,0.1034,1.2107
3309,wine_benchmark_1338.csv,LOF,0.5456,0.0747,1.2409
3310,wine_benchmark_1338.csv,PCA,0.5627,0.0977,0.061
3311,wine_benchmark_1338.csv,LODA,0.5854,0.1034,0.076
3312,wine_benchmark_1339.csv,KNN,0.5509,0.0625,1.1921
3313,wine_benchmark_1339.csv,LOF,0.5277,0.0568,1.1571
3314,wine_benchmark_1339.csv,PCA,0.5409,0.0739,0.059
3315,wine_benchmark_1339.csv,LODA,0.5321,0.0625,0.086
3316,wine_benchmark_1340.csv,KNN,0.5057,0.0568,1.2891
3317,wine_benchmark_1340.csv,LOF,0.4794,0.0739,1.3331
3318,wine_benchmark_1340.csv,PCA,0.4991,0.0625,0.056
3319,wine_benchmark_1340.csv,LODA,0.5304,0.0227,0.076
3320,wine_benchmark_1341.csv,KNN,0.5794,0.12,0.272
3321,wine_benchmark_1341.csv,LOF,0.5599,0.12,0.382
3322,wine_benchmark_1341.csv,PCA,0.5553,0.08,0.013
3323,wine_benchmark_1341.csv,LODA,0.5683,0.1029,0.077
3324,wine_benchmark_1342.csv,KNN,0.5507,0.108,0.314
3325,wine_benchmark_1342.csv,LOF,0.53,0.1073,0.338
3326,wine_benchmark_1342.csv,PCA,0.5608,0.0565,0.015
3327,wine_benchmark_1342.csv,LODA,0.6106,0.0678,0.08
3328,wine_benchmark_1343.csv,KNN,0.5631,0.0857,0.3175
3329,wine_benchmark_1343.csv,LOF,0.5773,0.0857,0.356
3330,wine_benchmark_1343.csv,PCA,0.5291,0.0686,0.012
3331,wine_benchmark_1343.csv,LODA,0.5237,0.1029,0.094
3332,wine_benchmark_1344.csv,KNN,0.6161,0.1257,0.324
3333,wine_benchmark_1344.csv,LOF,0.6169,0.142,0.4726
3334,wine_benchmark_1344.csv,PCA,0.6204,0.1193,0.018
3335,wine_benchmark_1344.csv,LODA,0.6,0.142,0.1045
3336,wine_benchmark_1345.csv,KNN,0.6079,0.0977,0.252
3337,wine_benchmark_1345.csv,LOF,0.5759,0.1034,0.299
3338,wine_benchmark_1345.csv,PCA,0.5671,0.069,0.019
3339,wine_benchmark_1345.csv,LODA,0.5471,0.0575,0.087
3340,wine_benchmark_1346.csv,KNN,0.56,0.069,0.411
3341,wine_benchmark_1346.csv,LOF,0.5509,0.069,0.518
3342,wine_benchmark_1346.csv,PCA,0.5517,0.0517,0.018
3343,wine_benchmark_1346.csv,LODA,0.5845,0.0747,0.085
3344,wine_benchmark_1347.csv,KNN,0.5846,0.0686,0.535
3345,wine_benchmark_1347.csv,LOF,0.5737,0.08,0.608
3346,wine_benchmark_1347.csv,PCA,0.5743,0.0971,0.023
3347,wine_benchmark_1347.csv,LODA,0.5778,0.0514,0.097
3348,wine_benchmark_1348.csv,KNN,0.5746,0.1023,0.5185
3349,wine_benchmark_1348.csv,LOF,0.5769,0.125,0.6661
3350,wine_benchmark_1348.csv,PCA,0.57,0.0739,0.019
3351,wine_benchmark_1348.csv,LODA,0.5713,0.1193,0.113
3352,wine_benchmark_1349.csv,KNN,0.5787,0.08,0.5527
3353,wine_benchmark_1349.csv,LOF,0.5589,0.0629,0.5873
3354,wine_benchmark_1349.csv,PCA,0.5616,0.08,0.018
3355,wine_benchmark_1349.csv,LODA,0.5996,0.0743,0.07
3356,wine_benchmark_1350.csv,KNN,0.5911,0.0914,0.5042
3357,wine_benchmark_1350.csv,LOF,0.5756,0.0914,0.7086
3358,wine_benchmark_1350.csv,PCA,0.5964,0.08,0.016
3359,wine_benchmark_1350.csv,LODA,0.5828,0.0743,0.079
3360,wine_benchmark_1351.csv,KNN,0.5503,0.0852,0.8661
3361,wine_benchmark_1351.csv,LOF,0.535,0.0739,0.7961
3362,wine_benchmark_1351.csv,PCA,0.5135,0.0795,0.026
3363,wine_benchmark_1351.csv,LODA,0.5472,0.0682,0.09
3364,wine_benchmark_1352.csv,KNN,0.5763,0.0862,0.7651
3365,wine_benchmark_1352.csv,LOF,0.5819,0.0862,0.9541
3366,wine_benchmark_1352.csv,PCA,0.5605,0.069,0.037
3367,wine_benchmark_1352.csv,LODA,0.4553,0.046,0.083
3368,wine_benchmark_1353.csv,KNN,0.5075,0.0621,0.8807
3369,wine_benchmark_1353.csv,LOF,0.5121,0.0565,0.8572
3370,wine_benchmark_1353.csv,PCA,0.4886,0.0508,0.025
3371,wine_benchmark_1353.csv,LODA,0.5055,0.0508,0.079
3372,wine_benchmark_1354.csv,KNN,0.5289,0.0795,0.8521
3373,wine_benchmark_1354.csv,LOF,0.5178,0.0682,0.8581
3374,wine_benchmark_1354.csv,PCA,0.5417,0.0625,0.026
3375,wine_benchmark_1354.csv,LODA,0.5932,0.0795,0.0765
3376,wine_benchmark_1355.csv,KNN,0.5354,0.0629,0.7791
3377,wine_benchmark_1355.csv,LOF,0.5088,0.08,0.7841
3378,wine_benchmark_1355.csv,PCA,0.5448,0.0514,0.033
3379,wine_benchmark_1355.csv,LODA,0.5511,0.0571,0.072
3380,wine_benchmark_1356.csv,KNN,0.5428,0.0795,1.4107
3381,wine_benchmark_1356.csv,LOF,0.5176,0.0568,1.171
3382,wine_benchmark_1356.csv,PCA,0.5502,0.0909,0.065
3383,wine_benchmark_1356.csv,LODA,0.5631,0.0795,0.074
3384,wine_benchmark_1357.csv,KNN,0.5761,0.1314,1.1931
3385,wine_benchmark_1357.csv,LOF,0.5585,0.12,1.2398
3386,wine_benchmark_1357.csv,PCA,0.5847,0.1314,0.054
3387,wine_benchmark_1357.csv,LODA,0.4819,0.0343,0.07
3388,wine_benchmark_1358.csv,KNN,0.5799,0.0805,1.1061
3389,wine_benchmark_1358.csv,LOF,0.563,0.0575,1.1891
3390,wine_benchmark_1358.csv,PCA,0.5836,0.092,0.063
3391,wine_benchmark_1358.csv,LODA,0.5333,0.0805,0.065
3392,wine_benchmark_1359.csv,KNN,0.5406,0.0568,1.3011
3393,wine_benchmark_1359.csv,LOF,0.5189,0.0511,1.2041
3394,wine_benchmark_1359.csv,PCA,0.5319,0.0511,0.046
3395,wine_benchmark_1359.csv,LODA,0.5199,0.0455,0.077
3396,wine_benchmark_1360.csv,KNN,0.5387,0.0682,1.5731
3397,wine_benchmark_1360.csv,LOF,0.5255,0.0909,1.4536
3398,wine_benchmark_1360.csv,PCA,0.5408,0.0568,0.061
3399,wine_benchmark_1360.csv,LODA,0.5123,0.0852,0.114
3400,wine_benchmark_1361.csv,KNN,0.572,0.0847,0.309
3401,wine_benchmark_1361.csv,LOF,0.5778,0.0734,0.392
3402,wine_benchmark_1361.csv,PCA,0.5163,0.0339,0.013
3403,wine_benchmark_1361.csv,LODA,0.5142,0.0395,0.1
3404,wine_benchmark_1362.csv,KNN,0.5675,0.0966,0.24
3405,wine_benchmark_1362.csv,LOF,0.555,0.1017,0.351
3406,wine_benchmark_1362.csv,PCA,0.5653,0.0734,0.019
3407,wine_benchmark_1362.csv,LODA,0.5416,0.0565,0.068
3408,wine_benchmark_1363.csv,KNN,0.535,0.0791,0.259
3409,wine_benchmark_1363.csv,LOF,0.5614,0.0904,0.33
3410,wine_benchmark_1363.csv,PCA,0.5243,0.0734,0.013
3411,wine_benchmark_1363.csv,LODA,0.5471,0.0621,0.092
3412,wine_benchmark_1364.csv,KNN,0.5715,0.0694,0.199
3413,wine_benchmark_1364.csv,LOF,0.5529,0.0578,0.367
3414,wine_benchmark_1364.csv,PCA,0.5816,0.0462,0.015
3415,wine_benchmark_1364.csv,LODA,0.5927,0.0347,0.092
3416,wine_benchmark_1365.csv,KNN,0.5691,0.0751,0.2706
3417,wine_benchmark_1365.csv,LOF,0.5585,0.069,0.3778
3418,wine_benchmark_1365.csv,PCA,0.5327,0.069,0.013
3419,wine_benchmark_1365.csv,LODA,0.5972,0.0747,0.09
3420,wine_benchmark_1366.csv,KNN,0.576,0.0867,0.5357
3421,wine_benchmark_1366.csv,LOF,0.5495,0.0867,0.5636
3422,wine_benchmark_1366.csv,PCA,0.5622,0.0636,0.023
3423,wine_benchmark_1366.csv,LODA,0.552,0.0405,0.095
3424,wine_benchmark_1367.csv,KNN,0.5747,0.0751,0.4482
3425,wine_benchmark_1367.csv,LOF,0.5658,0.0867,0.435
3426,wine_benchmark_1367.csv,PCA,0.5502,0.0462,0.023
3427,wine_benchmark_1367.csv,LODA,0.5267,0.0347,0.092
3428,wine_benchmark_1368.csv,KNN,0.5632,0.0514,0.469
3429,wine_benchmark_1368.csv,LOF,0.5549,0.04,0.619
3430,wine_benchmark_1368.csv,PCA,0.5342,0.0514,0.027
3431,wine_benchmark_1368.csv,LODA,0.4756,0.08,0.076
3432,wine_benchmark_1369.csv,KNN,0.5439,0.0402,0.47
3433,wine_benchmark_1369.csv,LOF,0.5406,0.0517,0.488
3434,wine_benchmark_1369.csv,PCA,0.55,0.0517,0.015
3435,wine_benchmark_1369.csv,LODA,0.5705,0.069,0.085
3436,wine_benchmark_1370.csv,KNN,0.5439,0.073,0.4731
3437,wine_benchmark_1370.csv,LOF,0.5164,0.0506,0.5516
3438,wine_benchmark_1370.csv,PCA,0.536,0.0337,0.038
3439,wine_benchmark_1370.csv,LODA,0.54,0.0506,0.079
3440,wine_benchmark_1371.csv,KNN,0.5378,0.0455,0.8431
3441,wine_benchmark_1371.csv,LOF,0.5067,0.0455,0.8438
3442,wine_benchmark_1371.csv,PCA,0.5229,0.0398,0.039
3443,wine_benchmark_1371.csv,LODA,0.5344,0.0398,0.089
3444,wine_benchmark_1372.csv,KNN,0.5501,0.0629,0.6901
3445,wine_benchmark_1372.csv,LOF,0.5165,0.04,0.8691
3446,wine_benchmark_1372.csv,PCA,0.5243,0.0629,0.026
3447,wine_benchmark_1372.csv,LODA,0.5154,0.0514,0.078
3448,wine_benchmark_1373.csv,KNN,0.5431,0.0682,0.8575
3449,wine_benchmark_1373.csv,LOF,0.5282,0.0739,0.8061
3450,wine_benchmark_1373.csv,PCA,0.5325,0.0739,0.028
3451,wine_benchmark_1373.csv,LODA,0.5644,0.0511,0.076
3452,wine_benchmark_1374.csv,KNN,0.523,0.0739,0.8971
3453,wine_benchmark_1374.csv,LOF,0.5118,0.0795,0.9239
3454,wine_benchmark_1374.csv,PCA,0.505,0.0511,0.032
3455,wine_benchmark_1374.csv,LODA,0.4942,0.0511,0.088
3456,wine_benchmark_1375.csv,KNN,0.5337,0.0514,0.8191
3457,wine_benchmark_1375.csv,LOF,0.5108,0.0571,0.8908
3458,wine_benchmark_1375.csv,PCA,0.5527,0.0571,0.03
3459,wine_benchmark_1375.csv,LODA,0.5502,0.0514,0.093
3460,wine_benchmark_1376.csv,KNN,0.5345,0.0625,1.1508
3461,wine_benchmark_1376.csv,LOF,0.5149,0.0455,1.4252
3462,wine_benchmark_1376.csv,PCA,0.5119,0.0568,0.048
3463,wine_benchmark_1376.csv,LODA,0.5172,0.0511,0.08
3464,wine_benchmark_1377.csv,KNN,0.5266,0.046,1.0301
3465,wine_benchmark_1377.csv,LOF,0.517,0.0575,1.4261
3466,wine_benchmark_1377.csv,PCA,0.5239,0.046,0.053
3467,wine_benchmark_1377.csv,LODA,0.5273,0.0517,0.09
3468,wine_benchmark_1378.csv,KNN,0.5222,0.0457,1.3701
3469,wine_benchmark_1378.csv,LOF,0.5063,0.0514,1.2116
3470,wine_benchmark_1378.csv,PCA,0.5188,0.0457,0.061
3471,wine_benchmark_1378.csv,LODA,0.5102,0.0571,0.09
3472,wine_benchmark_1379.csv,KNN,0.5084,0.0455,1.1731
3473,wine_benchmark_1379.csv,LOF,0.4989,0.0284,1.1881
3474,wine_benchmark_1379.csv,PCA,0.5029,0.0398,0.047
3475,wine_benchmark_1379.csv,LODA,0.4822,0.0455,0.07
3476,wine_benchmark_1380.csv,KNN,0.5462,0.0625,1.1261
3477,wine_benchmark_1380.csv,LOF,0.533,0.0625,1.0386
3478,wine_benchmark_1380.csv,PCA,0.5361,0.0682,0.065
3479,wine_benchmark_1380.csv,LODA,0.5121,0.0795,0.072
3480,wine_benchmark_1501.csv,KNN,0.6137,0.1748,0.35
3481,wine_benchmark_1501.csv,LOF,0.5952,0.1481,0.383
3482,wine_benchmark_1501.csv,PCA,0.5979,0.1557,0.014
3483,wine_benchmark_1501.csv,LODA,0.5961,0.1481,0.116
3484,wine_benchmark_1502.csv,KNN,0.6419,0.1966,0.303
3485,wine_benchmark_1502.csv,LOF,0.6078,0.165,0.425
3486,wine_benchmark_1502.csv,PCA,0.5993,0.1675,0.014
3487,wine_benchmark_1502.csv,LODA,0.5248,0.1214,0.117
3488,wine_benchmark_1503.csv,KNN,0.6491,0.2063,0.336
3489,wine_benchmark_1503.csv,LOF,0.6276,0.1796,0.366
3490,wine_benchmark_1503.csv,PCA,0.6069,0.1553,0.013
3491,wine_benchmark_1503.csv,LODA,0.4821,0.1456,0.103
3492,wine_benchmark_1504.csv,KNN,0.6215,0.1675,0.284
3493,wine_benchmark_1504.csv,LOF,0.5829,0.1578,0.5566
3494,wine_benchmark_1504.csv,PCA,0.6057,0.1626,0.019
3495,wine_benchmark_1504.csv,LODA,0.6386,0.1752,0.0925
3496,wine_benchmark_1505.csv,KNN,0.627,0.1893,0.335
3497,wine_benchmark_1505.csv,LOF,0.6167,0.1481,0.415
3498,wine_benchmark_1505.csv,PCA,0.5886,0.1752,0.018
3499,wine_benchmark_1505.csv,LODA,0.6128,0.1553,0.092
3500,wine_benchmark_1506.csv,KNN,0.5916,0.165,0.6156
3501,wine_benchmark_1506.csv,LOF,0.5702,0.1699,0.8711
3502,wine_benchmark_1506.csv,PCA,0.5847,0.1675,0.023
3503,wine_benchmark_1506.csv,LODA,0.6182,0.1748,0.11
3504,wine_benchmark_1507.csv,KNN,0.607,0.1869,0.7018
3505,wine_benchmark_1507.csv,LOF,0.5718,0.1675,0.8451
3506,wine_benchmark_1507.csv,PCA,0.5788,0.1626,0.019
3507,wine_benchmark_1507.csv,LODA,0.5668,0.1432,0.085
3508,wine_benchmark_1508.csv,KNN,0.6002,0.1602,0.7741
3509,wine_benchmark_1508.csv,LOF,0.5835,0.1553,1.0698
3510,wine_benchmark_1508.csv,PCA,0.5763,0.1408,0.028
3511,wine_benchmark_1508.csv,LODA,0.5959,0.1772,0.102
3512,wine_benchmark_1509.csv,KNN,0.6109,0.1845,0.7376
3513,wine_benchmark_1509.csv,LOF,0.5721,0.1578,1.0501
3514,wine_benchmark_1509.csv,PCA,0.5928,0.1505,0.022
3515,wine_benchmark_1509.csv,LODA,0.5959,0.1383,0.0985
3516,wine_benchmark_1510.csv,KNN,0.619,0.182,0.7331
3517,wine_benchmark_1510.csv,LOF,0.6196,0.1675,0.8157
3518,wine_benchmark_1510.csv,PCA,0.586,0.165,0.017
3519,wine_benchmark_1510.csv,LODA,0.5666,0.1432,0.078
3520,wine_benchmark_1511.csv,KNN,0.5678,0.1383,1.4581
3521,wine_benchmark_1511.csv,LOF,0.5367,0.1262,1.5349
3522,wine_benchmark_1511.csv,PCA,0.5572,0.1432,0.035
3523,wine_benchmark_1511.csv,LODA,0.5748,0.1553,0.099
3524,wine_benchmark_1512.csv,KNN,0.5865,0.1505,1.3456
3525,wine_benchmark_1512.csv,LOF,0.559,0.1505,1.4701
3526,wine_benchmark_1512.csv,PCA,0.5473,0.1408,0.031
3527,wine_benchmark_1512.csv,LODA,0.5296,0.1311,0.098
3528,wine_benchmark_1513.csv,KNN,0.6003,0.1626,1.3608
3529,wine_benchmark_1513.csv,LOF,0.5682,0.1699,1.3706
3530,wine_benchmark_1513.csv,PCA,0.5893,0.1748,0.035
3531,wine_benchmark_1513.csv,LODA,0.5817,0.1602,0.073
3532,wine_benchmark_1514.csv,KNN,0.5971,0.1723,1.3436
3533,wine_benchmark_1514.csv,LOF,0.56,0.1481,1.4331
3534,wine_benchmark_1514.csv,PCA,0.5796,0.1748,0.034
3535,wine_benchmark_1514.csv,LODA,0.6218,0.1796,0.085
3536,wine_benchmark_1515.csv,KNN,0.585,0.1578,1.2061
3537,wine_benchmark_1515.csv,LOF,0.5572,0.1505,1.2912
3538,wine_benchmark_1515.csv,PCA,0.5672,0.1602,0.034
3539,wine_benchmark_1515.csv,LODA,0.6086,0.1505,0.074
3540,wine_benchmark_1516.csv,KNN,0.5691,0.1141,1.8161
3541,wine_benchmark_1516.csv,LOF,0.5516,0.1214,2.031
3542,wine_benchmark_1516.csv,PCA,0.5591,0.1214,0.084
3543,wine_benchmark_1516.csv,LODA,0.5212,0.1359,0.082
3544,wine_benchmark_1517.csv,KNN,0.5412,0.1214,2.195
3545,wine_benchmark_1517.csv,LOF,0.5276,0.1335,1.8492
3546,wine_benchmark_1517.csv,PCA,0.5309,0.1311,0.055
3547,wine_benchmark_1517.csv,LODA,0.5327,0.1335,0.082
3548,wine_benchmark_1518.csv,KNN,0.5568,0.1165,2.0458
3549,wine_benchmark_1518.csv,LOF,0.5397,0.1286,2.2507
3550,wine_benchmark_1518.csv,PCA,0.5446,0.1238,0.069
3551,wine_benchmark_1518.csv,LODA,0.6382,0.182,0.107
3552,wine_benchmark_1519.csv,KNN,0.5763,0.1335,1.9057
3553,wine_benchmark_1519.csv,LOF,0.5587,0.1238,2.1302
3554,wine_benchmark_1519.csv,PCA,0.5855,0.1286,0.06
3555,wine_benchmark_1519.csv,LODA,0.5355,0.1238,0.098
3556,wine_benchmark_1520.csv,KNN,0.5311,0.1335,2.0438
3557,wine_benchmark_1520.csv,LOF,0.522,0.1117,2.1081
3558,wine_benchmark_1520.csv,PCA,0.532,0.1335,0.077
3559,wine_benchmark_1520.csv,LODA,0.5359,0.1311,0.089
3560,wine_benchmark_1521.csv,KNN,0.6375,0.2039,0.361
3561,wine_benchmark_1521.csv,LOF,0.6005,0.1529,0.504
3562,wine_benchmark_1521.csv,PCA,0.6084,0.182,0.017
3563,wine_benchmark_1521.csv,LODA,0.6078,0.1387,0.085
3564,wine_benchmark_1522.csv,KNN,0.627,0.1772,0.419
3565,wine_benchmark_1522.csv,LOF,0.6183,0.1776,0.546
3566,wine_benchmark_1522.csv,PCA,0.5927,0.1602,0.017
3567,wine_benchmark_1522.csv,LODA,0.5568,0.1383,0.093
3568,wine_benchmark_1523.csv,KNN,0.6133,0.1723,0.319
3569,wine_benchmark_1523.csv,LOF,0.596,0.1432,0.3966
3570,wine_benchmark_1523.csv,PCA,0.5701,0.1533,0.012
3571,wine_benchmark_1523.csv,LODA,0.6036,0.1383,0.095
3572,wine_benchmark_1524.csv,KNN,0.5946,0.182,0.3711
3573,wine_benchmark_1524.csv,LOF,0.5922,0.1845,0.502
3574,wine_benchmark_1524.csv,PCA,0.5862,0.1748,0.016
3575,wine_benchmark_1524.csv,LODA,0.5793,0.1796,0.1
3576,wine_benchmark_1525.csv,KNN,0.6229,0.199,0.283
3577,wine_benchmark_1525.csv,LOF,0.5992,0.1723,0.46
3578,wine_benchmark_1525.csv,PCA,0.5828,0.1675,0.014
3579,wine_benchmark_1525.csv,LODA,0.5872,0.1411,0.1
3580,wine_benchmark_1526.csv,KNN,0.585,0.1578,0.7291
3581,wine_benchmark_1526.csv,LOF,0.5646,0.1529,0.8891
3582,wine_benchmark_1526.csv,PCA,0.5781,0.1578,0.019
3583,wine_benchmark_1526.csv,LODA,0.5312,0.1238,0.0944
3584,wine_benchmark_1527.csv,KNN,0.6052,0.1748,0.7281
3585,wine_benchmark_1527.csv,LOF,0.5899,0.1626,0.7461
3586,wine_benchmark_1527.csv,PCA,0.5725,0.1432,0.016
3587,wine_benchmark_1527.csv,LODA,0.62,0.1675,0.116
3588,wine_benchmark_1528.csv,KNN,0.6416,0.1675,0.64
3589,wine_benchmark_1528.csv,LOF,0.6071,0.1578,0.8941
3590,wine_benchmark_1528.csv,PCA,0.5882,0.1748,0.03
3591,wine_benchmark_1528.csv,LODA,0.5241,0.1505,0.1
3592,wine_benchmark_1529.csv,KNN,0.6136,0.165,0.8001
3593,wine_benchmark_1529.csv,LOF,0.5948,0.1675,0.8951
3594,wine_benchmark_1529.csv,PCA,0.5953,0.1456,0.016
3595,wine_benchmark_1529.csv,LODA,0.6727,0.2015,0.174
3596,wine_benchmark_1530.csv,KNN,0.6073,0.1578,0.7981
3597,wine_benchmark_1530.csv,LOF,0.5778,0.1529,0.9891
3598,wine_benchmark_1530.csv,PCA,0.5835,0.1481,0.029
3599,wine_benchmark_1530.csv,LODA,0.5708,0.1432,0.113
3600,wine_benchmark_1531.csv,KNN,0.587,0.1505,1.6151
3601,wine_benchmark_1531.csv,LOF,0.5554,0.1335,1.5088
3602,wine_benchmark_1531.csv,PCA,0.5785,0.1602,0.032
3603,wine_benchmark_1531.csv,LODA,0.554,0.1311,0.067
3604,wine_benchmark_1532.csv,KNN,0.5659,0.1359,1.7572
3605,wine_benchmark_1532.csv,LOF,0.529,0.1311,1.5309
3606,wine_benchmark_1532.csv,PCA,0.5478,0.1214,0.031
