,benchmark,model,ROC,precision @ rank,time
924,wine_benchmark_0232.csv,KNN,0.4879,0.434,0.476
925,wine_benchmark_0232.csv,LOF,0.4884,0.4302,0.385
926,wine_benchmark_0232.csv,PCA,0.4873,0.4255,0.019
927,wine_benchmark_0232.csv,LODA,0.4808,0.4321,0.095
928,wine_benchmark_0233.csv,KNN,0.4966,0.44,0.3341
929,wine_benchmark_0233.csv,LOF,0.492,0.4371,0.3926
930,wine_benchmark_0233.csv,PCA,0.4919,0.4418,0.026
931,wine_benchmark_0233.csv,LODA,0.4942,0.4559,0.085
932,wine_benchmark_0234.csv,KNN,0.4891,0.4462,0.5063
933,wine_benchmark_0234.csv,LOF,0.4926,0.4462,0.437
934,wine_benchmark_0234.csv,PCA,0.486,0.4369,0.017
935,wine_benchmark_0234.csv,LODA,0.4815,0.436,0.065
936,wine_benchmark_0235.csv,KNN,0.4961,0.447,0.5099
937,wine_benchmark_0235.csv,LOF,0.4975,0.447,0.436
938,wine_benchmark_0235.csv,PCA,0.4888,0.4358,0.025
939,wine_benchmark_0235.csv,LODA,0.5114,0.4649,0.078
940,wine_benchmark_0236.csv,KNN,0.488,0.4405,0.6432
941,wine_benchmark_0236.csv,LOF,0.4847,0.4321,0.8881
942,wine_benchmark_0236.csv,PCA,0.4836,0.4433,0.043
943,wine_benchmark_0236.csv,LODA,0.5055,0.4658,0.066
944,wine_benchmark_0237.csv,KNN,0.4963,0.458,0.7211
945,wine_benchmark_0237.csv,LOF,0.4986,0.4589,0.7961
946,wine_benchmark_0237.csv,PCA,0.4914,0.4478,0.04
947,wine_benchmark_0237.csv,LODA,0.5049,0.4543,0.066
948,wine_benchmark_0238.csv,KNN,0.5058,0.461,0.611
949,wine_benchmark_0238.csv,LOF,0.508,0.4582,0.7936
950,wine_benchmark_0238.csv,PCA,0.4983,0.4408,0.037
951,wine_benchmark_0238.csv,LODA,0.5191,0.4702,0.069
952,wine_benchmark_0239.csv,KNN,0.4875,0.4327,0.7616
953,wine_benchmark_0239.csv,LOF,0.4884,0.4423,0.7816
954,wine_benchmark_0239.csv,PCA,0.4748,0.4212,0.036
955,wine_benchmark_0239.csv,LODA,0.4635,0.4087,0.065
956,wine_benchmark_0240.csv,KNN,0.5047,0.4486,0.7401
957,wine_benchmark_0240.csv,LOF,0.5028,0.4514,0.7061
958,wine_benchmark_0240.csv,PCA,0.4937,0.4381,0.038
959,wine_benchmark_0240.csv,LODA,0.5242,0.4743,0.08
960,wine_benchmark_0401.csv,KNN,0.7938,0.0,0.216
961,wine_benchmark_0401.csv,LOF,0.8189,0.0,0.3201
962,wine_benchmark_0401.csv,PCA,0.6698,0.0,0.012
963,wine_benchmark_0401.csv,LODA,0.7502,0.0,0.081
964,wine_benchmark_0402.csv,KNN,0.5562,0.0,0.269
965,wine_benchmark_0402.csv,LOF,0.5449,0.0,0.492
966,wine_benchmark_0402.csv,PCA,0.274,0.0,0.013
967,wine_benchmark_0402.csv,LODA,0.3606,0.0,0.0767
968,wine_benchmark_0403.csv,KNN,0.7817,0.0,0.2665
969,wine_benchmark_0403.csv,LOF,0.7502,0.0,0.382
970,wine_benchmark_0403.csv,PCA,0.8044,0.0,0.015
971,wine_benchmark_0403.csv,LODA,0.8107,0.0,0.074
972,wine_benchmark_0404.csv,KNN,0.7293,0.0,0.293
973,wine_benchmark_0404.csv,LOF,0.6769,0.0,0.368
974,wine_benchmark_0404.csv,PCA,0.5436,0.0,0.014
975,wine_benchmark_0404.csv,LODA,0.5788,0.0,0.078
976,wine_benchmark_0405.csv,KNN,0.655,0.0,0.321
977,wine_benchmark_0405.csv,LOF,0.5704,0.0,0.4544
978,wine_benchmark_0405.csv,PCA,0.7379,0.0,0.013
979,wine_benchmark_0405.csv,LODA,0.7665,0.0,0.075
980,wine_benchmark_0406.csv,KNN,0.7715,0.0,0.467
981,wine_benchmark_0406.csv,LOF,0.7621,0.0,0.547
982,wine_benchmark_0406.csv,PCA,0.6764,0.0,0.029
983,wine_benchmark_0406.csv,LODA,0.549,0.0,0.095
984,wine_benchmark_0407.csv,KNN,0.8302,0.0,0.536
985,wine_benchmark_0407.csv,LOF,0.7932,0.0,0.587
986,wine_benchmark_0407.csv,PCA,0.6696,0.0,0.014
987,wine_benchmark_0407.csv,LODA,0.5921,0.0,0.098
988,wine_benchmark_0408.csv,KNN,0.6962,0.0,0.449
989,wine_benchmark_0408.csv,LOF,0.526,0.0,0.5071
990,wine_benchmark_0408.csv,PCA,0.6562,0.0,0.017
991,wine_benchmark_0408.csv,LODA,0.6125,0.0,0.093
992,wine_benchmark_0409.csv,KNN,0.6996,0.0,0.486
993,wine_benchmark_0409.csv,LOF,0.7072,0.0,0.7121
994,wine_benchmark_0409.csv,PCA,0.7166,0.0,0.017
995,wine_benchmark_0409.csv,LODA,0.7982,0.0,0.09
996,wine_benchmark_0410.csv,KNN,0.7619,0.0,0.578
997,wine_benchmark_0410.csv,LOF,0.7855,0.0,0.539
998,wine_benchmark_0410.csv,PCA,0.4771,0.0,0.019
999,wine_benchmark_0410.csv,LODA,0.5074,0.0,0.09
1000,wine_benchmark_0411.csv,KNN,0.4077,0.0,0.9022
1001,wine_benchmark_0411.csv,LOF,0.3908,0.0,0.8626
1002,wine_benchmark_0411.csv,PCA,0.2509,0.0,0.033
1003,wine_benchmark_0411.csv,LODA,0.246,0.0,0.072
1004,wine_benchmark_0412.csv,KNN,0.6194,0.0,0.805
1005,wine_benchmark_0412.csv,LOF,0.5971,0.0,0.8541
1006,wine_benchmark_0412.csv,PCA,0.505,0.0,0.036
1007,wine_benchmark_0412.csv,LODA,0.5469,0.0,0.0855
1008,wine_benchmark_0413.csv,KNN,0.7289,0.0,0.9271
1009,wine_benchmark_0413.csv,LOF,0.7429,0.0,1.0543
1010,wine_benchmark_0413.csv,PCA,0.677,0.0,0.044
1011,wine_benchmark_0413.csv,LODA,0.5076,0.0,0.128
1012,wine_benchmark_0414.csv,KNN,0.2753,0.0,0.933
1013,wine_benchmark_0414.csv,LOF,0.2664,0.0,0.9921
1014,wine_benchmark_0414.csv,PCA,0.3947,0.0,0.026
1015,wine_benchmark_0414.csv,LODA,0.4989,0.0,0.063
1016,wine_benchmark_0415.csv,KNN,0.7622,0.0,0.9611
1017,wine_benchmark_0415.csv,LOF,0.7959,0.0,0.8065
1018,wine_benchmark_0415.csv,PCA,0.7262,0.0,0.028
1019,wine_benchmark_0415.csv,LODA,0.6392,0.0,0.088
1020,wine_benchmark_0416.csv,KNN,0.2363,0.0,1.2161
1021,wine_benchmark_0416.csv,LOF,0.2453,0.0,1.4042
1022,wine_benchmark_0416.csv,PCA,0.1881,0.0,0.046
1023,wine_benchmark_0416.csv,LODA,0.2834,0.0,0.067
1024,wine_benchmark_0417.csv,KNN,0.4979,0.0,1.2716
1025,wine_benchmark_0417.csv,LOF,0.5104,0.0,1.1881
1026,wine_benchmark_0417.csv,PCA,0.4843,0.0,0.061
1027,wine_benchmark_0417.csv,LODA,0.4293,0.0,0.081
1028,wine_benchmark_0418.csv,KNN,0.3519,0.0,1.3111
1029,wine_benchmark_0418.csv,LOF,0.3833,0.0,1.4512
1030,wine_benchmark_0418.csv,PCA,0.3199,0.0,0.054
1031,wine_benchmark_0418.csv,LODA,0.5127,0.0,0.073
1032,wine_benchmark_0419.csv,KNN,0.5353,0.0,1.1341
1033,wine_benchmark_0419.csv,LOF,0.4899,0.0,1.1821
1034,wine_benchmark_0419.csv,PCA,0.4512,0.0,0.067
1035,wine_benchmark_0419.csv,LODA,0.575,0.0,0.085
1036,wine_benchmark_0420.csv,KNN,0.4739,0.0,1.3196
1037,wine_benchmark_0420.csv,LOF,0.4484,0.0,1.2373
1038,wine_benchmark_0420.csv,PCA,0.4136,0.0,0.056
1039,wine_benchmark_0420.csv,LODA,0.4097,0.0,0.085
1040,wine_benchmark_0421.csv,KNN,0.876,0.0,0.239
1041,wine_benchmark_0421.csv,LOF,0.8604,0.0,0.292
1042,wine_benchmark_0421.csv,PCA,0.6108,0.0,0.012
1043,wine_benchmark_0421.csv,LODA,0.5888,0.0,0.089
1044,wine_benchmark_0422.csv,KNN,0.5791,0.0,0.217
1045,wine_benchmark_0422.csv,LOF,0.4754,0.0,0.292
1046,wine_benchmark_0422.csv,PCA,0.3743,0.0,0.013
1047,wine_benchmark_0422.csv,LODA,0.4484,0.0,0.088
1048,wine_benchmark_0423.csv,KNN,0.6232,0.0,0.288
1049,wine_benchmark_0423.csv,LOF,0.6963,0.0,0.322
1050,wine_benchmark_0423.csv,PCA,0.6076,0.0,0.013
1051,wine_benchmark_0423.csv,LODA,0.698,0.0,0.077
1052,wine_benchmark_0424.csv,KNN,0.6721,0.0,0.211
1053,wine_benchmark_0424.csv,LOF,0.7344,0.0,0.293
1054,wine_benchmark_0424.csv,PCA,0.7372,0.0,0.013
1055,wine_benchmark_0424.csv,LODA,0.6964,0.0,0.083
1056,wine_benchmark_0425.csv,KNN,0.82,0.0,0.238
1057,wine_benchmark_0425.csv,LOF,0.7675,0.0,0.322
1058,wine_benchmark_0425.csv,PCA,0.6827,0.0,0.011
1059,wine_benchmark_0425.csv,LODA,0.6769,0.0,0.084
1060,wine_benchmark_0426.csv,KNN,0.5705,0.0,0.497
1061,wine_benchmark_0426.csv,LOF,0.5507,0.0,0.486
1062,wine_benchmark_0426.csv,PCA,0.6448,0.0,0.013
1063,wine_benchmark_0426.csv,LODA,0.7606,0.0,0.081
1064,wine_benchmark_0427.csv,KNN,0.6567,0.0,0.416
1065,wine_benchmark_0427.csv,LOF,0.5884,0.0,0.447
1066,wine_benchmark_0427.csv,PCA,0.6126,0.0,0.013
1067,wine_benchmark_0427.csv,LODA,0.7203,0.0,0.088
1068,wine_benchmark_0428.csv,KNN,0.3383,0.0,0.399
1069,wine_benchmark_0428.csv,LOF,0.3357,0.0,0.412
1070,wine_benchmark_0428.csv,PCA,0.2919,0.0,0.015
1071,wine_benchmark_0428.csv,LODA,0.4151,0.0,0.094
1072,wine_benchmark_0429.csv,KNN,0.4754,0.0,0.4221
1073,wine_benchmark_0429.csv,LOF,0.6265,0.0,0.425
1074,wine_benchmark_0429.csv,PCA,0.5227,0.0,0.019
1075,wine_benchmark_0429.csv,LODA,0.4935,0.0,0.093
1076,wine_benchmark_0430.csv,KNN,0.6321,0.0,0.387
1077,wine_benchmark_0430.csv,LOF,0.6201,0.0,0.4499
1078,wine_benchmark_0430.csv,PCA,0.5844,0.0,0.017
1079,wine_benchmark_0430.csv,LODA,0.4902,0.0,0.112
1080,wine_benchmark_0431.csv,KNN,0.542,0.0,0.6981
1081,wine_benchmark_0431.csv,LOF,0.5706,0.0,0.6256
1082,wine_benchmark_0431.csv,PCA,0.5837,0.0,0.027
1083,wine_benchmark_0431.csv,LODA,0.6297,0.25,0.078
1084,wine_benchmark_0432.csv,KNN,0.7749,0.0,0.606
1085,wine_benchmark_0432.csv,LOF,0.7846,0.0,0.67
1086,wine_benchmark_0432.csv,PCA,0.755,0.0,0.031
1087,wine_benchmark_0432.csv,LODA,0.6542,0.0,0.084
1088,wine_benchmark_0433.csv,KNN,0.5049,0.0,0.655
1089,wine_benchmark_0433.csv,LOF,0.4715,0.0,0.6811
1090,wine_benchmark_0433.csv,PCA,0.5149,0.0,0.025
1091,wine_benchmark_0433.csv,LODA,0.5078,0.0,0.083
1092,wine_benchmark_0434.csv,KNN,0.626,0.0,0.6932
1093,wine_benchmark_0434.csv,LOF,0.5756,0.0,0.8595
1094,wine_benchmark_0434.csv,PCA,0.517,0.0,0.031
1095,wine_benchmark_0434.csv,LODA,0.6764,0.0,0.073
1096,wine_benchmark_0435.csv,KNN,0.6664,0.0,0.623
1097,wine_benchmark_0435.csv,LOF,0.591,0.0,0.62
1098,wine_benchmark_0435.csv,PCA,0.7226,0.0,0.034
1099,wine_benchmark_0435.csv,LODA,0.6199,0.0,0.073
1100,wine_benchmark_0436.csv,KNN,0.5059,0.0,0.8451
1101,wine_benchmark_0436.csv,LOF,0.5094,0.0,0.9831
1102,wine_benchmark_0436.csv,PCA,0.4306,0.0,0.063
1103,wine_benchmark_0436.csv,LODA,0.4669,0.0,0.079
1104,wine_benchmark_0437.csv,KNN,0.5872,0.0,1.0341
1105,wine_benchmark_0437.csv,LOF,0.6491,0.0,0.8871
1106,wine_benchmark_0437.csv,PCA,0.5673,0.0,0.06
1107,wine_benchmark_0437.csv,LODA,0.7885,0.0,0.079
1108,wine_benchmark_0438.csv,KNN,0.6192,0.0,0.9651
1109,wine_benchmark_0438.csv,LOF,0.6084,0.0,1.0611
1110,wine_benchmark_0438.csv,PCA,0.5201,0.0,0.048
1111,wine_benchmark_0438.csv,LODA,0.4389,0.0,0.077
1112,wine_benchmark_0439.csv,KNN,0.4601,0.0,0.9606
1113,wine_benchmark_0439.csv,LOF,0.453,0.0,0.9251
1114,wine_benchmark_0439.csv,PCA,0.435,0.0,0.0528
1115,wine_benchmark_0439.csv,LODA,0.6339,0.0,0.073
1116,wine_benchmark_0440.csv,KNN,0.4681,0.0,0.9981
1117,wine_benchmark_0440.csv,LOF,0.4322,0.0,1.0931
1118,wine_benchmark_0440.csv,PCA,0.5074,0.0,0.061
1119,wine_benchmark_0440.csv,LODA,0.5678,0.0,0.081
1120,wine_benchmark_0441.csv,KNN,0.7583,0.0,0.221
1121,wine_benchmark_0441.csv,LOF,0.8116,0.0,0.296
1122,wine_benchmark_0441.csv,PCA,0.662,0.25,0.015
1123,wine_benchmark_0441.csv,LODA,0.5064,0.0,0.107
1124,wine_benchmark_0442.csv,KNN,0.8418,0.0,0.177
1125,wine_benchmark_0442.csv,LOF,0.7852,0.0,0.232
1126,wine_benchmark_0442.csv,PCA,0.7228,0.0,0.0181
1127,wine_benchmark_0442.csv,LODA,0.7967,0.0,0.088
1128,wine_benchmark_0443.csv,KNN,0.6271,0.0,0.205
1129,wine_benchmark_0443.csv,LOF,0.702,0.0,0.298
1130,wine_benchmark_0443.csv,PCA,0.6134,0.0,0.009
1131,wine_benchmark_0443.csv,LODA,0.6122,0.0,0.094
1132,wine_benchmark_0444.csv,KNN,0.6659,0.0,0.205
1133,wine_benchmark_0444.csv,LOF,0.6672,0.0,0.295
1134,wine_benchmark_0444.csv,PCA,0.6948,0.0,0.011
1135,wine_benchmark_0444.csv,LODA,0.62,0.0,0.082
1136,wine_benchmark_0445.csv,KNN,0.7225,0.0,0.253
1137,wine_benchmark_0445.csv,LOF,0.646,0.0,0.287
1138,wine_benchmark_0445.csv,PCA,0.6514,0.0,0.011
1139,wine_benchmark_0445.csv,LODA,0.5745,0.0,0.09
1140,wine_benchmark_0446.csv,KNN,0.4217,0.0,0.389
1141,wine_benchmark_0446.csv,LOF,0.4808,0.0,0.488
1142,wine_benchmark_0446.csv,PCA,0.5836,0.0,0.019
1143,wine_benchmark_0446.csv,LODA,0.6317,0.0,0.068
1144,wine_benchmark_0447.csv,KNN,0.4872,0.0,0.485
1145,wine_benchmark_0447.csv,LOF,0.4835,0.0,0.548
1146,wine_benchmark_0447.csv,PCA,0.4894,0.0,0.016
1147,wine_benchmark_0447.csv,LODA,0.6138,0.0,0.076
1148,wine_benchmark_0448.csv,KNN,0.8775,0.0,0.358
1149,wine_benchmark_0448.csv,LOF,0.7766,0.0,0.4812
1150,wine_benchmark_0448.csv,PCA,0.8708,0.25,0.024
1151,wine_benchmark_0448.csv,LODA,0.8094,0.0,0.1143
1152,wine_benchmark_0449.csv,KNN,0.6176,0.0,0.391
1153,wine_benchmark_0449.csv,LOF,0.5942,0.0,0.4797
1154,wine_benchmark_0449.csv,PCA,0.6344,0.0,0.014
1155,wine_benchmark_0449.csv,LODA,0.5759,0.0,0.093
1156,wine_benchmark_0450.csv,KNN,0.7132,0.0,0.314
1157,wine_benchmark_0450.csv,LOF,0.6251,0.0,0.351
1158,wine_benchmark_0450.csv,PCA,0.7288,0.0,0.016
1159,wine_benchmark_0450.csv,LODA,0.7777,0.0,0.083
1160,wine_benchmark_0451.csv,KNN,0.5247,0.25,0.573
1161,wine_benchmark_0451.csv,LOF,0.5091,0.0,0.7501
1162,wine_benchmark_0451.csv,PCA,0.4796,0.25,0.033
1163,wine_benchmark_0451.csv,LODA,0.4678,0.25,0.082
1164,wine_benchmark_0452.csv,KNN,0.6738,0.0,0.6691
1165,wine_benchmark_0452.csv,LOF,0.6089,0.0,0.7288
1166,wine_benchmark_0452.csv,PCA,0.582,0.0,0.035
1167,wine_benchmark_0452.csv,LODA,0.7226,0.0,0.084
1168,wine_benchmark_0453.csv,KNN,0.5526,0.0,0.7031
1169,wine_benchmark_0453.csv,LOF,0.4146,0.0,0.615
1170,wine_benchmark_0453.csv,PCA,0.6705,0.0,0.021
1171,wine_benchmark_0453.csv,LODA,0.6634,0.0,0.069
1172,wine_benchmark_0454.csv,KNN,0.5839,0.0,0.529
1173,wine_benchmark_0454.csv,LOF,0.4932,0.0,0.7321
1174,wine_benchmark_0454.csv,PCA,0.7556,0.0,0.036
1175,wine_benchmark_0454.csv,LODA,0.6813,0.0,0.062
1176,wine_benchmark_0455.csv,KNN,0.8202,0.0,0.6641
1177,wine_benchmark_0455.csv,LOF,0.8424,0.0,0.7586
1178,wine_benchmark_0455.csv,PCA,0.7618,0.0,0.029
1179,wine_benchmark_0455.csv,LODA,0.6597,0.0,0.078
1180,wine_benchmark_0456.csv,KNN,0.3777,0.0,1.1061
1181,wine_benchmark_0456.csv,LOF,0.4183,0.0,1.0151
1182,wine_benchmark_0456.csv,PCA,0.4993,0.0,0.041
1183,wine_benchmark_0456.csv,LODA,0.4897,0.0,0.07
1184,wine_benchmark_0457.csv,KNN,0.5253,0.0,1.0161
1185,wine_benchmark_0457.csv,LOF,0.5292,0.0,1.3191
1186,wine_benchmark_0457.csv,PCA,0.5665,0.0,0.051
1187,wine_benchmark_0457.csv,LODA,0.5895,0.0,0.083
1188,wine_benchmark_0458.csv,KNN,0.5728,0.25,1.0331
1189,wine_benchmark_0458.csv,LOF,0.595,0.25,0.9511
1190,wine_benchmark_0458.csv,PCA,0.5341,0.25,0.052
1191,wine_benchmark_0458.csv,LODA,0.5652,0.0,0.076
1192,wine_benchmark_0459.csv,KNN,0.4741,0.0,0.9853
1193,wine_benchmark_0459.csv,LOF,0.4861,0.0,1.0681
1194,wine_benchmark_0459.csv,PCA,0.5724,0.0,0.049
1195,wine_benchmark_0459.csv,LODA,0.3382,0.0,0.083
1196,wine_benchmark_0460.csv,KNN,0.7908,0.0,1.0106
1197,wine_benchmark_0460.csv,LOF,0.7531,0.0,1.2206
1198,wine_benchmark_0460.csv,PCA,0.7314,0.0,0.05
1199,wine_benchmark_0460.csv,LODA,0.7869,0.0,0.084
1200,wine_benchmark_0461.csv,KNN,0.7081,0.0,0.286
1201,wine_benchmark_0461.csv,LOF,0.6726,0.0,0.288
1202,wine_benchmark_0461.csv,PCA,0.26,0.0,0.009
1203,wine_benchmark_0461.csv,LODA,0.4046,0.0,0.088
1204,wine_benchmark_0462.csv,KNN,0.5064,0.0,0.228
1205,wine_benchmark_0462.csv,LOF,0.4406,0.0,0.302
1206,wine_benchmark_0462.csv,PCA,0.4035,0.0,0.014
1207,wine_benchmark_0462.csv,LODA,0.4823,0.0,0.09
1208,wine_benchmark_0463.csv,KNN,0.3966,0.0,0.231
1209,wine_benchmark_0463.csv,LOF,0.3766,0.0,0.295
1210,wine_benchmark_0463.csv,PCA,0.611,0.0,0.012
1211,wine_benchmark_0463.csv,LODA,0.5218,0.0,0.083
1212,wine_benchmark_0464.csv,KNN,0.7446,0.0,0.299
1213,wine_benchmark_0464.csv,LOF,0.5533,0.0,0.2949
1214,wine_benchmark_0464.csv,PCA,0.6983,0.0,0.013
1215,wine_benchmark_0464.csv,LODA,0.4293,0.0,0.077
1216,wine_benchmark_0465.csv,KNN,0.442,0.0,0.172
1217,wine_benchmark_0465.csv,LOF,0.3986,0.0,0.264
1218,wine_benchmark_0465.csv,PCA,0.7525,0.0,0.013
1219,wine_benchmark_0465.csv,LODA,0.7542,0.0,0.102
1220,wine_benchmark_0466.csv,KNN,0.4073,0.0,0.421
1221,wine_benchmark_0466.csv,LOF,0.4461,0.0,0.4241
1222,wine_benchmark_0466.csv,PCA,0.3181,0.0,0.016
1223,wine_benchmark_0466.csv,LODA,0.326,0.0,0.105
1224,wine_benchmark_0467.csv,KNN,0.7742,0.0,0.301
1225,wine_benchmark_0467.csv,LOF,0.667,0.0,0.402
1226,wine_benchmark_0467.csv,PCA,0.8092,0.0,0.015
1227,wine_benchmark_0467.csv,LODA,0.8142,0.0,0.0935
1228,wine_benchmark_0468.csv,KNN,0.6048,0.0,0.3849
1229,wine_benchmark_0468.csv,LOF,0.6347,0.0,0.508
1230,wine_benchmark_0468.csv,PCA,0.4707,0.0,0.021
1231,wine_benchmark_0468.csv,LODA,0.4527,0.0,0.093
1232,wine_benchmark_0469.csv,KNN,0.5819,0.0,0.4645
1233,wine_benchmark_0469.csv,LOF,0.6441,0.0,0.492
1234,wine_benchmark_0469.csv,PCA,0.4994,0.0,0.013
1235,wine_benchmark_0469.csv,LODA,0.4593,0.0,0.077
1236,wine_benchmark_0470.csv,KNN,0.9942,0.0,0.444
1237,wine_benchmark_0470.csv,LOF,0.9423,0.0,0.4926
1238,wine_benchmark_0470.csv,PCA,0.9967,0.0,0.022
1239,wine_benchmark_0470.csv,LODA,0.9738,0.0,0.1017
1240,wine_benchmark_0471.csv,KNN,0.3517,0.0,0.587
1241,wine_benchmark_0471.csv,LOF,0.3356,0.0,0.5756
1242,wine_benchmark_0471.csv,PCA,0.2614,0.0,0.025
1243,wine_benchmark_0471.csv,LODA,0.4676,0.0,0.073
1244,wine_benchmark_0472.csv,KNN,0.7267,0.0,0.521
1245,wine_benchmark_0472.csv,LOF,0.6357,0.0,0.656
1246,wine_benchmark_0472.csv,PCA,0.7573,0.0,0.023
1247,wine_benchmark_0472.csv,LODA,0.6193,0.0,0.064
1248,wine_benchmark_0473.csv,KNN,0.6849,0.0,0.659
1249,wine_benchmark_0473.csv,LOF,0.6658,0.0,0.7221
1250,wine_benchmark_0473.csv,PCA,0.6567,0.0,0.027
1251,wine_benchmark_0473.csv,LODA,0.8521,0.0,0.077
1252,wine_benchmark_0474.csv,KNN,0.3721,0.0,0.573
1253,wine_benchmark_0474.csv,LOF,0.3714,0.0,0.6081
1254,wine_benchmark_0474.csv,PCA,0.4411,0.0,0.027
1255,wine_benchmark_0474.csv,LODA,0.5334,0.0,0.071
1256,wine_benchmark_0475.csv,KNN,0.5568,0.0,0.514
1257,wine_benchmark_0475.csv,LOF,0.5446,0.0,0.6591
1258,wine_benchmark_0475.csv,PCA,0.6805,0.0,0.031
1259,wine_benchmark_0475.csv,LODA,0.565,0.0,0.068
1260,wine_benchmark_0476.csv,KNN,0.4635,0.0,0.8721
1261,wine_benchmark_0476.csv,LOF,0.3363,0.0,1.0346
1262,wine_benchmark_0476.csv,PCA,0.6828,0.0,0.061
1263,wine_benchmark_0476.csv,LODA,0.4108,0.0,0.0731
1264,wine_benchmark_0477.csv,KNN,0.6957,0.0,0.9135
1265,wine_benchmark_0477.csv,LOF,0.7334,0.0,1.0491
1266,wine_benchmark_0477.csv,PCA,0.7179,0.0,0.053
1267,wine_benchmark_0477.csv,LODA,0.5907,0.0,0.075
1268,wine_benchmark_0478.csv,KNN,0.605,0.0,0.9111
1269,wine_benchmark_0478.csv,LOF,0.5736,0.0,0.9771
1270,wine_benchmark_0478.csv,PCA,0.5659,0.0,0.05
1271,wine_benchmark_0478.csv,LODA,0.6827,0.0,0.069
1272,wine_benchmark_0479.csv,KNN,0.7337,0.0,1.0001
1273,wine_benchmark_0479.csv,LOF,0.755,0.0,1.0596
1274,wine_benchmark_0479.csv,PCA,0.7009,0.0,0.061
1275,wine_benchmark_0479.csv,LODA,0.6121,0.0,0.082
1276,wine_benchmark_0480.csv,KNN,0.5147,0.0,0.9161
1277,wine_benchmark_0480.csv,LOF,0.4351,0.0,0.9201
1278,wine_benchmark_0480.csv,PCA,0.5188,0.0,0.06
1279,wine_benchmark_0480.csv,LODA,0.4101,0.0,0.075
1280,wine_benchmark_0601.csv,KNN,0.5497,0.0,0.287
1281,wine_benchmark_0601.csv,LOF,0.5813,0.0,0.361
1282,wine_benchmark_0601.csv,PCA,0.515,0.0,0.012
1283,wine_benchmark_0601.csv,LODA,0.6048,0.0,0.119
1284,wine_benchmark_0602.csv,KNN,0.6742,0.0,0.279
1285,wine_benchmark_0602.csv,LOF,0.5791,0.0526,0.369
1286,wine_benchmark_0602.csv,PCA,0.628,0.0,0.021
1287,wine_benchmark_0602.csv,LODA,0.5962,0.0,0.102
1288,wine_benchmark_0603.csv,KNN,0.5708,0.0,0.225
1289,wine_benchmark_0603.csv,LOF,0.5633,0.0556,0.281
1290,wine_benchmark_0603.csv,PCA,0.6072,0.0,0.014
1291,wine_benchmark_0603.csv,LODA,0.601,0.0,0.1165
1292,wine_benchmark_0604.csv,KNN,0.64,0.0,0.261
1293,wine_benchmark_0604.csv,LOF,0.6057,0.0,0.316
1294,wine_benchmark_0604.csv,PCA,0.5151,0.0,0.014
1295,wine_benchmark_0604.csv,LODA,0.5699,0.0,0.085
1296,wine_benchmark_0605.csv,KNN,0.635,0.0,0.302
1297,wine_benchmark_0605.csv,LOF,0.6157,0.0,0.3665
1298,wine_benchmark_0605.csv,PCA,0.5919,0.0,0.0141
1299,wine_benchmark_0605.csv,LODA,0.5706,0.0,0.1
1300,wine_benchmark_0606.csv,KNN,0.6227,0.0,0.451
1301,wine_benchmark_0606.csv,LOF,0.55,0.0,0.614
1302,wine_benchmark_0606.csv,PCA,0.5465,0.0,0.017
1303,wine_benchmark_0606.csv,LODA,0.5452,0.0,0.103
1304,wine_benchmark_0607.csv,KNN,0.5725,0.0,0.406
1305,wine_benchmark_0607.csv,LOF,0.5725,0.0,0.461
1306,wine_benchmark_0607.csv,PCA,0.5398,0.0,0.019
1307,wine_benchmark_0607.csv,LODA,0.4915,0.0,0.102
1308,wine_benchmark_0608.csv,KNN,0.6484,0.0,0.492
1309,wine_benchmark_0608.csv,LOF,0.5753,0.0,0.6435
1310,wine_benchmark_0608.csv,PCA,0.6017,0.0,0.017
1311,wine_benchmark_0608.csv,LODA,0.5635,0.0,0.095
1312,wine_benchmark_0609.csv,KNN,0.6597,0.0526,0.445
1313,wine_benchmark_0609.csv,LOF,0.6012,0.0,0.624
1314,wine_benchmark_0609.csv,PCA,0.6437,0.0526,0.017
1315,wine_benchmark_0609.csv,LODA,0.5836,0.0,0.093
1316,wine_benchmark_0610.csv,KNN,0.7099,0.0,0.635
1317,wine_benchmark_0610.csv,LOF,0.7131,0.0526,0.6441
1318,wine_benchmark_0610.csv,PCA,0.677,0.0526,0.019
1319,wine_benchmark_0610.csv,LODA,0.7267,0.0,0.087
1320,wine_benchmark_0611.csv,KNN,0.6763,0.0,0.8991
1321,wine_benchmark_0611.csv,LOF,0.5644,0.0,0.9146
1322,wine_benchmark_0611.csv,PCA,0.6842,0.0,0.03
1323,wine_benchmark_0611.csv,LODA,0.7002,0.0,0.093
1324,wine_benchmark_0612.csv,KNN,0.6167,0.0,0.9366
1325,wine_benchmark_0612.csv,LOF,0.6184,0.0,0.8021
1326,wine_benchmark_0612.csv,PCA,0.6108,0.0,0.03
1327,wine_benchmark_0612.csv,LODA,0.6216,0.0,0.081
1328,wine_benchmark_0613.csv,KNN,0.4736,0.0,0.9191
1329,wine_benchmark_0613.csv,LOF,0.4194,0.0,1.0557
1330,wine_benchmark_0613.csv,PCA,0.4471,0.0,0.027
1331,wine_benchmark_0613.csv,LODA,0.4881,0.0,0.076
1332,wine_benchmark_0614.csv,KNN,0.6571,0.0526,0.8661
1333,wine_benchmark_0614.csv,LOF,0.623,0.0526,1.1571
