,benchmark,model,AUC,precision @ rank,anomaly.rate,time
4952,skin_benchmark_1419.csv,KNN,0.5072,0.0467,0.05,1.0617
4953,skin_benchmark_1419.csv,LOF,0.4838,0.0233,0.05,1.3051
4954,skin_benchmark_1419.csv,PCA,0.5443,0.0533,0.05,0.02
4955,skin_benchmark_1419.csv,LODA,0.5276,0.04,0.05,0.118
4956,skin_benchmark_1420.csv,KNN,0.5594,0.0467,0.05,1.043
4957,skin_benchmark_1420.csv,LOF,0.556,0.0467,0.05,1.424
4958,skin_benchmark_1420.csv,PCA,0.5685,0.07,0.05,0.021
4959,skin_benchmark_1420.csv,LODA,0.5465,0.07,0.05,0.117
4960,skin_benchmark_1421.csv,KNN,0.6855,0.0333,0.05,0.072
4961,skin_benchmark_1421.csv,LOF,0.4789,0.0067,0.05,0.12
4962,skin_benchmark_1421.csv,PCA,0.2013,0.0,0.05,0.017
4963,skin_benchmark_1421.csv,LODA,0.2777,0.0,0.05,0.107
4964,skin_benchmark_1422.csv,KNN,0.7077,0.0467,0.05,0.058
4965,skin_benchmark_1422.csv,LOF,0.4699,0.01,0.05,0.0905
4966,skin_benchmark_1422.csv,PCA,0.1947,0.0,0.05,0.015
4967,skin_benchmark_1422.csv,LODA,0.26,0.0,0.05,0.152
4968,skin_benchmark_1423.csv,KNN,0.6904,0.0267,0.05,0.073
4969,skin_benchmark_1423.csv,LOF,0.4852,0.0067,0.05,0.1215
4970,skin_benchmark_1423.csv,PCA,0.1853,0.0,0.05,0.015
4971,skin_benchmark_1423.csv,LODA,0.2824,0.0,0.05,0.109
4972,skin_benchmark_1424.csv,KNN,0.643,0.04,0.05,0.0515
4973,skin_benchmark_1424.csv,LOF,0.4652,0.0033,0.05,0.089
4974,skin_benchmark_1424.csv,PCA,0.2145,0.0,0.05,0.012
4975,skin_benchmark_1424.csv,LODA,0.3193,0.0068,0.05,0.104
4976,skin_benchmark_1425.csv,KNN,0.6907,0.0167,0.05,0.051
4977,skin_benchmark_1425.csv,LOF,0.4778,0.0033,0.05,0.093
4978,skin_benchmark_1425.csv,PCA,0.4017,0.0,0.05,0.015
4979,skin_benchmark_1425.csv,LODA,0.2823,0.0,0.05,0.109
4980,skin_benchmark_1426.csv,KNN,0.6617,0.0467,0.05,0.096
4981,skin_benchmark_1426.csv,LOF,0.4551,0.0333,0.05,0.146
4982,skin_benchmark_1426.csv,PCA,0.2551,0.0,0.05,0.012
4983,skin_benchmark_1426.csv,LODA,0.283,0.0,0.05,0.101
4984,skin_benchmark_1427.csv,KNN,0.6751,0.03,0.05,0.083
4985,skin_benchmark_1427.csv,LOF,0.4695,0.0267,0.05,0.1911
4986,skin_benchmark_1427.csv,PCA,0.2448,0.0,0.05,0.018
4987,skin_benchmark_1427.csv,LODA,0.3309,0.0033,0.05,0.108
4988,skin_benchmark_1428.csv,KNN,0.664,0.04,0.05,0.091
4989,skin_benchmark_1428.csv,LOF,0.4821,0.0267,0.05,0.152
4990,skin_benchmark_1428.csv,PCA,0.2611,0.0,0.05,0.017
4991,skin_benchmark_1428.csv,LODA,0.3543,0.0067,0.05,0.102
4992,skin_benchmark_1429.csv,KNN,0.6527,0.0602,0.05,0.086
4993,skin_benchmark_1429.csv,LOF,0.4763,0.0467,0.05,0.1435
4994,skin_benchmark_1429.csv,PCA,0.2504,0.0,0.05,0.015
4995,skin_benchmark_1429.csv,LODA,0.3041,0.0033,0.05,0.097
4996,skin_benchmark_1430.csv,KNN,0.6785,0.02,0.05,0.087
4997,skin_benchmark_1430.csv,LOF,0.4605,0.0367,0.05,0.149
4998,skin_benchmark_1430.csv,PCA,0.3783,0.0033,0.05,0.014
4999,skin_benchmark_1430.csv,LODA,0.3184,0.0067,0.05,0.115
5000,skin_benchmark_1431.csv,KNN,0.614,0.04,0.05,0.237
5001,skin_benchmark_1431.csv,LOF,0.5723,0.0367,0.05,0.313
5002,skin_benchmark_1431.csv,PCA,0.3278,0.0,0.05,0.015
5003,skin_benchmark_1431.csv,LODA,0.3626,0.0133,0.05,0.1185
5004,skin_benchmark_1432.csv,KNN,0.5899,0.0167,0.05,0.269
5005,skin_benchmark_1432.csv,LOF,0.5317,0.0233,0.05,0.3756
5006,skin_benchmark_1432.csv,PCA,0.313,0.0067,0.05,0.016
5007,skin_benchmark_1432.csv,LODA,0.3497,0.0133,0.05,0.0999
5008,skin_benchmark_1433.csv,KNN,0.5613,0.0267,0.05,0.208
5009,skin_benchmark_1433.csv,LOF,0.5034,0.0367,0.05,0.346
5010,skin_benchmark_1433.csv,PCA,0.2885,0.01,0.05,0.018
5011,skin_benchmark_1433.csv,LODA,0.3833,0.0067,0.05,0.112
5012,skin_benchmark_1434.csv,KNN,0.5981,0.0333,0.05,0.182
5013,skin_benchmark_1434.csv,LOF,0.5432,0.0267,0.05,0.337
5014,skin_benchmark_1434.csv,PCA,0.3199,0.0033,0.05,0.018
5015,skin_benchmark_1434.csv,LODA,0.3936,0.02,0.05,0.149
5016,skin_benchmark_1435.csv,KNN,0.5948,0.0333,0.05,0.228
5017,skin_benchmark_1435.csv,LOF,0.562,0.04,0.05,0.319
5018,skin_benchmark_1435.csv,PCA,0.3107,0.0,0.05,0.018
5019,skin_benchmark_1435.csv,LODA,0.344,0.01,0.05,0.1251
5020,skin_benchmark_1436.csv,KNN,0.4882,0.0333,0.05,1.2531
5021,skin_benchmark_1436.csv,LOF,0.4587,0.0133,0.05,1.4606
5022,skin_benchmark_1436.csv,PCA,0.3999,0.0167,0.05,0.022
5023,skin_benchmark_1436.csv,LODA,0.4005,0.0167,0.05,0.107
5024,skin_benchmark_1437.csv,KNN,0.4809,0.02,0.05,0.9861
5025,skin_benchmark_1437.csv,LOF,0.4256,0.01,0.05,1.3585
5026,skin_benchmark_1437.csv,PCA,0.3489,0.0067,0.05,0.019
5027,skin_benchmark_1437.csv,LODA,0.3805,0.01,0.05,0.1354
5028,skin_benchmark_1438.csv,KNN,0.504,0.03,0.05,1.0331
5029,skin_benchmark_1438.csv,LOF,0.4589,0.0267,0.05,1.3842
5030,skin_benchmark_1438.csv,PCA,0.3764,0.0133,0.05,0.038
5031,skin_benchmark_1438.csv,LODA,0.4188,0.02,0.05,0.11
5032,skin_benchmark_1439.csv,KNN,0.4552,0.03,0.05,1.2893
5033,skin_benchmark_1439.csv,LOF,0.4204,0.02,0.05,1.4061
5034,skin_benchmark_1439.csv,PCA,0.3293,0.0067,0.05,0.02
5035,skin_benchmark_1439.csv,LODA,0.3455,0.0133,0.05,0.122
5036,skin_benchmark_1440.csv,KNN,0.5093,0.0433,0.05,1.0141
5037,skin_benchmark_1440.csv,LOF,0.472,0.03,0.05,1.2946
5038,skin_benchmark_1440.csv,PCA,0.3896,0.0167,0.05,0.023
5039,skin_benchmark_1440.csv,LODA,0.4203,0.0267,0.05,0.124
5040,skin_benchmark_1501.csv,KNN,0.7888,0.085,0.1,0.043
5041,skin_benchmark_1501.csv,LOF,0.426,0.0117,0.1,0.07
5042,skin_benchmark_1501.csv,PCA,0.5054,0.0017,0.1,0.012
5043,skin_benchmark_1501.csv,LODA,0.5382,0.0775,0.1,0.112
5044,skin_benchmark_1502.csv,KNN,0.7931,0.0833,0.1,0.059
5045,skin_benchmark_1502.csv,LOF,0.4164,0.0217,0.1,0.081
5046,skin_benchmark_1502.csv,PCA,0.54,0.0,0.1,0.011
5047,skin_benchmark_1502.csv,LODA,0.5598,0.1036,0.1,0.106
5048,skin_benchmark_1503.csv,KNN,0.8046,0.105,0.1,0.055
5049,skin_benchmark_1503.csv,LOF,0.4043,0.0033,0.1,0.096
5050,skin_benchmark_1503.csv,PCA,0.5311,0.0,0.1,0.013
5051,skin_benchmark_1503.csv,LODA,0.5836,0.0964,0.1,0.11
5052,skin_benchmark_1504.csv,KNN,0.7919,0.1117,0.1,0.049
5053,skin_benchmark_1504.csv,LOF,0.4161,0.0033,0.1,0.083
5054,skin_benchmark_1504.csv,PCA,0.5102,0.0033,0.1,0.021
5055,skin_benchmark_1504.csv,LODA,0.6359,0.0,0.1,0.127
5056,skin_benchmark_1505.csv,KNN,0.7894,0.085,0.1,0.056
5057,skin_benchmark_1505.csv,LOF,0.421,0.0017,0.1,0.089
5058,skin_benchmark_1505.csv,PCA,0.4963,0.0017,0.1,0.014
5059,skin_benchmark_1505.csv,LODA,0.5285,0.0806,0.1,0.114
5060,skin_benchmark_1506.csv,KNN,0.7885,0.055,0.1,0.087
5061,skin_benchmark_1506.csv,LOF,0.3778,0.01,0.1,0.1473
5062,skin_benchmark_1506.csv,PCA,0.4836,0.005,0.1,0.019
5063,skin_benchmark_1506.csv,LODA,0.5812,0.0517,0.1,0.1249
5064,skin_benchmark_1507.csv,KNN,0.7832,0.0717,0.1,0.067
5065,skin_benchmark_1507.csv,LOF,0.4077,0.02,0.1,0.094
5066,skin_benchmark_1507.csv,PCA,0.5004,0.0133,0.1,0.012
5067,skin_benchmark_1507.csv,LODA,0.5947,0.0167,0.1,0.143
5068,skin_benchmark_1508.csv,KNN,0.8062,0.1,0.1,0.088
5069,skin_benchmark_1508.csv,LOF,0.417,0.035,0.1,0.118
5070,skin_benchmark_1508.csv,PCA,0.5013,0.0083,0.1,0.014
5071,skin_benchmark_1508.csv,LODA,0.5368,0.0518,0.1,0.148
5072,skin_benchmark_1509.csv,KNN,0.791,0.05,0.1,0.088
5073,skin_benchmark_1509.csv,LOF,0.3658,0.0067,0.1,0.157
5074,skin_benchmark_1509.csv,PCA,0.5035,0.01,0.1,0.026
5075,skin_benchmark_1509.csv,LODA,0.6319,0.0933,0.1,0.096
5076,skin_benchmark_1510.csv,KNN,0.7892,0.0617,0.1,0.062
5077,skin_benchmark_1510.csv,LOF,0.371,0.0017,0.1,0.133
5078,skin_benchmark_1510.csv,PCA,0.4791,0.0083,0.1,0.015
5079,skin_benchmark_1510.csv,LODA,0.579,0.05,0.1,0.1375
5080,skin_benchmark_1511.csv,KNN,0.7994,0.1417,0.1,0.172
5081,skin_benchmark_1511.csv,LOF,0.4298,0.0417,0.1,0.266
5082,skin_benchmark_1511.csv,PCA,0.4802,0.0183,0.1,0.014
5083,skin_benchmark_1511.csv,LODA,0.4846,0.0617,0.1,0.131
5084,skin_benchmark_1512.csv,KNN,0.7824,0.1333,0.1,0.1871
5085,skin_benchmark_1512.csv,LOF,0.4437,0.0383,0.1,0.357
5086,skin_benchmark_1512.csv,PCA,0.4899,0.02,0.1,0.016
5087,skin_benchmark_1512.csv,LODA,0.494,0.0617,0.1,0.106
5088,skin_benchmark_1513.csv,KNN,0.7809,0.1483,0.1,0.152
5089,skin_benchmark_1513.csv,LOF,0.4185,0.0367,0.1,0.2921
5090,skin_benchmark_1513.csv,PCA,0.4899,0.0267,0.1,0.017
5091,skin_benchmark_1513.csv,LODA,0.5842,0.1067,0.1,0.097
5092,skin_benchmark_1514.csv,KNN,0.7909,0.1633,0.1,0.149
5093,skin_benchmark_1514.csv,LOF,0.4053,0.0317,0.1,0.286
5094,skin_benchmark_1514.csv,PCA,0.5029,0.0233,0.1,0.018
5095,skin_benchmark_1514.csv,LODA,0.6057,0.1267,0.1,0.11
5096,skin_benchmark_1515.csv,KNN,0.7886,0.1367,0.1,0.168
5097,skin_benchmark_1515.csv,LOF,0.3992,0.01,0.1,0.294
5098,skin_benchmark_1515.csv,PCA,0.5104,0.015,0.1,0.016
5099,skin_benchmark_1515.csv,LODA,0.4414,0.02,0.1,0.1042
5100,skin_benchmark_1516.csv,KNN,0.7383,0.18,0.1,1.0001
5101,skin_benchmark_1516.csv,LOF,0.7226,0.125,0.1,1.3723
5102,skin_benchmark_1516.csv,PCA,0.49,0.0483,0.1,0.024
5103,skin_benchmark_1516.csv,LODA,0.5378,0.1183,0.1,0.129
5104,skin_benchmark_1517.csv,KNN,0.77,0.24,0.1,1.0242
5105,skin_benchmark_1517.csv,LOF,0.7559,0.17,0.1,1.4007
5106,skin_benchmark_1517.csv,PCA,0.502,0.0517,0.1,0.028
5107,skin_benchmark_1517.csv,LODA,0.4252,0.02,0.1,0.116
5108,skin_benchmark_1518.csv,KNN,0.7206,0.1583,0.1,1.0221
5109,skin_benchmark_1518.csv,LOF,0.7134,0.1517,0.1,1.2056
5110,skin_benchmark_1518.csv,PCA,0.47,0.0483,0.1,0.027
5111,skin_benchmark_1518.csv,LODA,0.5213,0.09,0.1,0.113
5112,skin_benchmark_1519.csv,KNN,0.7522,0.1967,0.1,0.9737
5113,skin_benchmark_1519.csv,LOF,0.7237,0.1767,0.1,1.4231
5114,skin_benchmark_1519.csv,PCA,0.5036,0.0667,0.1,0.029
5115,skin_benchmark_1519.csv,LODA,0.5643,0.125,0.1,0.162
5116,skin_benchmark_1520.csv,KNN,0.7399,0.19,0.1,1.3169
5117,skin_benchmark_1520.csv,LOF,0.7336,0.1883,0.1,1.4481
5118,skin_benchmark_1520.csv,PCA,0.4834,0.0567,0.1,0.0285
5119,skin_benchmark_1520.csv,LODA,0.4759,0.0817,0.1,0.14
5120,skin_benchmark_1521.csv,KNN,0.7903,0.11,0.1,0.096
5121,skin_benchmark_1521.csv,LOF,0.4675,0.005,0.1,0.133
5122,skin_benchmark_1521.csv,PCA,0.7968,0.0183,0.1,0.016
5123,skin_benchmark_1521.csv,LODA,0.6954,0.0,0.1,0.153
5124,skin_benchmark_1522.csv,KNN,0.7864,0.12,0.1,0.065
5125,skin_benchmark_1522.csv,LOF,0.473,0.005,0.1,0.1
5126,skin_benchmark_1522.csv,PCA,0.7988,0.0383,0.1,0.021
5127,skin_benchmark_1522.csv,LODA,0.7223,0.0,0.1,0.127
5128,skin_benchmark_1523.csv,KNN,0.6935,0.0567,0.1,0.077
5129,skin_benchmark_1523.csv,LOF,0.4713,0.015,0.1,0.108
5130,skin_benchmark_1523.csv,PCA,0.6751,0.0754,0.1,0.014
5131,skin_benchmark_1523.csv,LODA,0.6443,0.1605,0.1,0.143
5132,skin_benchmark_1524.csv,KNN,0.7618,0.0836,0.1,0.078
5133,skin_benchmark_1524.csv,LOF,0.458,0.0033,0.1,0.108
5134,skin_benchmark_1524.csv,PCA,0.7711,0.035,0.1,0.018
5135,skin_benchmark_1524.csv,LODA,0.6397,0.0743,0.1,0.111
5136,skin_benchmark_1525.csv,KNN,0.7482,0.1733,0.1,0.059
5137,skin_benchmark_1525.csv,LOF,0.4769,0.0483,0.1,0.082
5138,skin_benchmark_1525.csv,PCA,0.6279,0.4483,0.1,0.016
5139,skin_benchmark_1525.csv,LODA,0.8519,0.5193,0.1,0.106
5140,skin_benchmark_1526.csv,KNN,0.7063,0.0683,0.1,0.091
5141,skin_benchmark_1526.csv,LOF,0.4617,0.05,0.1,0.114
5142,skin_benchmark_1526.csv,PCA,0.6488,0.0933,0.1,0.014
5143,skin_benchmark_1526.csv,LODA,0.596,0.1233,0.1,0.106
5144,skin_benchmark_1527.csv,KNN,0.7605,0.0617,0.1,0.061
5145,skin_benchmark_1527.csv,LOF,0.4078,0.02,0.1,0.123
5146,skin_benchmark_1527.csv,PCA,0.6996,0.075,0.1,0.019
5147,skin_benchmark_1527.csv,LODA,0.6664,0.05,0.1,0.113
5148,skin_benchmark_1528.csv,KNN,0.7506,0.0633,0.1,0.085
5149,skin_benchmark_1528.csv,LOF,0.4492,0.0433,0.1,0.144
5150,skin_benchmark_1528.csv,PCA,0.6782,0.1217,0.1,0.023
5151,skin_benchmark_1528.csv,LODA,0.8159,0.26,0.1,0.115
5152,skin_benchmark_1529.csv,KNN,0.7621,0.07,0.1,0.084
5153,skin_benchmark_1529.csv,LOF,0.4401,0.035,0.1,0.1305
5154,skin_benchmark_1529.csv,PCA,0.7091,0.0983,0.1,0.014
5155,skin_benchmark_1529.csv,LODA,0.7247,0.1383,0.1,0.103
5156,skin_benchmark_1530.csv,KNN,0.7785,0.0818,0.1,0.077
5157,skin_benchmark_1530.csv,LOF,0.4671,0.0333,0.1,0.133
5158,skin_benchmark_1530.csv,PCA,0.7547,0.0483,0.1,0.016
5159,skin_benchmark_1530.csv,LODA,0.7576,0.0883,0.1,0.136
5160,skin_benchmark_1531.csv,KNN,0.816,0.1683,0.1,0.182
5161,skin_benchmark_1531.csv,LOF,0.4179,0.0233,0.1,0.403
5162,skin_benchmark_1531.csv,PCA,0.7228,0.08,0.1,0.017
5163,skin_benchmark_1531.csv,LODA,0.757,0.075,0.1,0.105
5164,skin_benchmark_1532.csv,KNN,0.7812,0.1367,0.1,0.179
5165,skin_benchmark_1532.csv,LOF,0.4162,0.0283,0.1,0.281
5166,skin_benchmark_1532.csv,PCA,0.7199,0.0767,0.1,0.015
5167,skin_benchmark_1532.csv,LODA,0.7335,0.1233,0.1,0.119
5168,skin_benchmark_1533.csv,KNN,0.8096,0.1767,0.1,0.165
5169,skin_benchmark_1533.csv,LOF,0.4142,0.03,0.1,0.275
5170,skin_benchmark_1533.csv,PCA,0.7147,0.09,0.1,0.015
5171,skin_benchmark_1533.csv,LODA,0.7419,0.1883,0.1,0.11
5172,skin_benchmark_1534.csv,KNN,0.8183,0.1867,0.1,0.1778
5173,skin_benchmark_1534.csv,LOF,0.4411,0.0217,0.1,0.333
5174,skin_benchmark_1534.csv,PCA,0.7177,0.0683,0.1,0.016
5175,skin_benchmark_1534.csv,LODA,0.7887,0.1183,0.1,0.101
5176,skin_benchmark_1535.csv,KNN,0.788,0.155,0.1,0.178
5177,skin_benchmark_1535.csv,LOF,0.4278,0.0167,0.1,0.261
5178,skin_benchmark_1535.csv,PCA,0.698,0.0767,0.1,0.021
5179,skin_benchmark_1535.csv,LODA,0.7516,0.12,0.1,0.115
5180,skin_benchmark_1536.csv,KNN,0.8156,0.27,0.1,0.9211
5181,skin_benchmark_1536.csv,LOF,0.6689,0.1683,0.1,1.1926
5182,skin_benchmark_1536.csv,PCA,0.6935,0.1083,0.1,0.021
5183,skin_benchmark_1536.csv,LODA,0.6902,0.14,0.1,0.1133
5184,skin_benchmark_1537.csv,KNN,0.7893,0.265,0.1,0.8508
5185,skin_benchmark_1537.csv,LOF,0.6961,0.205,0.1,1.1661
5186,skin_benchmark_1537.csv,PCA,0.6399,0.1267,0.1,0.025
5187,skin_benchmark_1537.csv,LODA,0.6329,0.175,0.1,0.122
5188,skin_benchmark_1538.csv,KNN,0.7963,0.26,0.1,1.0151
5189,skin_benchmark_1538.csv,LOF,0.6772,0.16,0.1,1.5117
5190,skin_benchmark_1538.csv,PCA,0.6696,0.0983,0.1,0.024
5191,skin_benchmark_1538.csv,LODA,0.6393,0.1533,0.1,0.102
5192,skin_benchmark_1539.csv,KNN,0.8359,0.3517,0.1,0.8171
5193,skin_benchmark_1539.csv,LOF,0.7659,0.2483,0.1,1.1181
5194,skin_benchmark_1539.csv,PCA,0.6469,0.2367,0.1,0.022
5195,skin_benchmark_1539.csv,LODA,0.6559,0.2617,0.1,0.09
5196,skin_benchmark_1540.csv,KNN,0.8269,0.2833,0.1,0.9321
5197,skin_benchmark_1540.csv,LOF,0.7198,0.2067,0.1,1.4842
5198,skin_benchmark_1540.csv,PCA,0.6764,0.115,0.1,0.042
5199,skin_benchmark_1540.csv,LODA,0.6203,0.1017,0.1,0.173
5200,skin_benchmark_1541.csv,KNN,0.7895,0.0867,0.1,0.076
5201,skin_benchmark_1541.csv,LOF,0.4355,0.0,0.1,0.1202
5202,skin_benchmark_1541.csv,PCA,0.5186,0.0,0.1,0.016
5203,skin_benchmark_1541.csv,LODA,0.5673,0.1139,0.1,0.108
5204,skin_benchmark_1542.csv,KNN,0.7876,0.07,0.1,0.0625
5205,skin_benchmark_1542.csv,LOF,0.4293,0.0067,0.1,0.093
5206,skin_benchmark_1542.csv,PCA,0.5203,0.0,0.1,0.018
5207,skin_benchmark_1542.csv,LODA,0.5537,0.0507,0.1,0.157
5208,skin_benchmark_1543.csv,KNN,0.7968,0.0917,0.1,0.082
5209,skin_benchmark_1543.csv,LOF,0.421,0.005,0.1,0.1201
5210,skin_benchmark_1543.csv,PCA,0.5197,0.0017,0.1,0.02
5211,skin_benchmark_1543.csv,LODA,0.6367,0.1473,0.1,0.175
5212,skin_benchmark_1544.csv,KNN,0.7844,0.0767,0.1,0.073
5213,skin_benchmark_1544.csv,LOF,0.4273,0.0033,0.1,0.179
5214,skin_benchmark_1544.csv,PCA,0.523,0.0,0.1,0.027
5215,skin_benchmark_1544.csv,LODA,0.574,0.0508,0.1,0.2045
5216,skin_benchmark_1545.csv,KNN,0.7942,0.0767,0.1,0.08
5217,skin_benchmark_1545.csv,LOF,0.4101,0.0033,0.1,0.12
5218,skin_benchmark_1545.csv,PCA,0.5071,0.0017,0.1,0.023
5219,skin_benchmark_1545.csv,LODA,0.6107,0.0824,0.1,0.195
5220,skin_benchmark_1546.csv,KNN,0.795,0.085,0.1,0.0935
5221,skin_benchmark_1546.csv,LOF,0.4234,0.0367,0.1,0.15
5222,skin_benchmark_1546.csv,PCA,0.5218,0.0167,0.1,0.022
5223,skin_benchmark_1546.csv,LODA,0.7842,0.175,0.1,0.129
5224,skin_benchmark_1547.csv,KNN,0.7858,0.095,0.1,0.093
5225,skin_benchmark_1547.csv,LOF,0.3968,0.025,0.1,0.1405
5226,skin_benchmark_1547.csv,PCA,0.5127,0.0117,0.1,0.018
5227,skin_benchmark_1547.csv,LODA,0.5181,0.0367,0.1,0.103
5228,skin_benchmark_1548.csv,KNN,0.7825,0.0567,0.1,0.076
5229,skin_benchmark_1548.csv,LOF,0.3822,0.0033,0.1,0.121
5230,skin_benchmark_1548.csv,PCA,0.497,0.0067,0.1,0.018
5231,skin_benchmark_1548.csv,LODA,0.4685,0.0383,0.1,0.115
5232,skin_benchmark_1549.csv,KNN,0.7828,0.0733,0.1,0.089
5233,skin_benchmark_1549.csv,LOF,0.3902,0.015,0.1,0.127
5234,skin_benchmark_1549.csv,PCA,0.4915,0.0017,0.1,0.013
5235,skin_benchmark_1549.csv,LODA,0.7012,0.12,0.1,0.109
5236,skin_benchmark_1550.csv,KNN,0.7908,0.0683,0.1,0.078
5237,skin_benchmark_1550.csv,LOF,0.4197,0.0217,0.1,0.141
5238,skin_benchmark_1550.csv,PCA,0.5056,0.0117,0.1,0.017
5239,skin_benchmark_1550.csv,LODA,0.4877,0.0533,0.1,0.119
5240,skin_benchmark_1551.csv,KNN,0.7638,0.15,0.1,0.2105
5241,skin_benchmark_1551.csv,LOF,0.4573,0.04,0.1,0.293
5242,skin_benchmark_1551.csv,PCA,0.4717,0.0283,0.1,0.018
5243,skin_benchmark_1551.csv,LODA,0.4737,0.0583,0.1,0.111
5244,skin_benchmark_1552.csv,KNN,0.7625,0.1433,0.1,0.153
5245,skin_benchmark_1552.csv,LOF,0.4106,0.0217,0.1,0.249
5246,skin_benchmark_1552.csv,PCA,0.488,0.0067,0.1,0.017
5247,skin_benchmark_1552.csv,LODA,0.6583,0.0633,0.1,0.104
5248,skin_benchmark_1553.csv,KNN,0.742,0.1367,0.1,0.181
5249,skin_benchmark_1553.csv,LOF,0.435,0.0517,0.1,0.32
5250,skin_benchmark_1553.csv,PCA,0.4701,0.03,0.1,0.017
5251,skin_benchmark_1553.csv,LODA,0.5979,0.1017,0.1,0.128
5252,skin_benchmark_1554.csv,KNN,0.7937,0.1217,0.1,0.197
5253,skin_benchmark_1554.csv,LOF,0.4522,0.0367,0.1,0.2985
5254,skin_benchmark_1554.csv,PCA,0.4851,0.0283,0.1,0.015
5255,skin_benchmark_1554.csv,LODA,0.6252,0.0683,0.1,0.134
5256,skin_benchmark_1555.csv,KNN,0.7881,0.14,0.1,0.189
5257,skin_benchmark_1555.csv,LOF,0.4051,0.0317,0.1,0.3491
5258,skin_benchmark_1555.csv,PCA,0.4963,0.015,0.1,0.021
5259,skin_benchmark_1555.csv,LODA,0.5483,0.005,0.1,0.12
5260,skin_benchmark_1556.csv,KNN,0.7554,0.1767,0.1,0.9526
5261,skin_benchmark_1556.csv,LOF,0.7401,0.1583,0.1,1.0746
5262,skin_benchmark_1556.csv,PCA,0.5057,0.045,0.1,0.031
5263,skin_benchmark_1556.csv,LODA,0.5265,0.0967,0.1,0.111
5264,skin_benchmark_1557.csv,KNN,0.7461,0.2083,0.1,0.9746
5265,skin_benchmark_1557.csv,LOF,0.7359,0.19,0.1,1.4911
5266,skin_benchmark_1557.csv,PCA,0.4882,0.0567,0.1,0.024
5267,skin_benchmark_1557.csv,LODA,0.6098,0.1383,0.1,0.105
5268,skin_benchmark_1558.csv,KNN,0.719,0.1833,0.1,0.8751
5269,skin_benchmark_1558.csv,LOF,0.7176,0.1733,0.1,1.3098
5270,skin_benchmark_1558.csv,PCA,0.4797,0.07,0.1,0.029
5271,skin_benchmark_1558.csv,LODA,0.5823,0.1167,0.1,0.1525
5272,skin_benchmark_1559.csv,KNN,0.7372,0.17,0.1,1.1266
5273,skin_benchmark_1559.csv,LOF,0.7364,0.1483,0.1,1.4613
5274,skin_benchmark_1559.csv,PCA,0.4954,0.0383,0.1,0.027
5275,skin_benchmark_1559.csv,LODA,0.5322,0.0617,0.1,0.091
5276,skin_benchmark_1560.csv,KNN,0.7297,0.19,0.1,0.8871
5277,skin_benchmark_1560.csv,LOF,0.7271,0.145,0.1,1.1082
5278,skin_benchmark_1560.csv,PCA,0.4885,0.0483,0.1,0.03
5279,skin_benchmark_1560.csv,LODA,0.5625,0.0917,0.1,0.096
5280,skin_benchmark_1561.csv,KNN,0.7941,0.075,0.1,0.042
5281,skin_benchmark_1561.csv,LOF,0.4428,0.005,0.1,0.129
5282,skin_benchmark_1561.csv,PCA,0.5198,0.0033,0.1,0.013
5283,skin_benchmark_1561.csv,LODA,0.7014,0.2286,0.1,0.098
5284,skin_benchmark_1562.csv,KNN,0.8021,0.095,0.1,0.05
5285,skin_benchmark_1562.csv,LOF,0.4179,0.005,0.1,0.081
5286,skin_benchmark_1562.csv,PCA,0.5186,0.0,0.1,0.024
5287,skin_benchmark_1562.csv,LODA,0.602,0.0861,0.1,0.107
5288,skin_benchmark_1563.csv,KNN,0.7811,0.095,0.1,0.051
5289,skin_benchmark_1563.csv,LOF,0.4265,0.0117,0.1,0.105
5290,skin_benchmark_1563.csv,PCA,0.4862,0.0,0.1,0.012
5291,skin_benchmark_1563.csv,LODA,0.5614,0.0934,0.1,0.1303
5292,skin_benchmark_1564.csv,KNN,0.7944,0.0833,0.1,0.044
5293,skin_benchmark_1564.csv,LOF,0.4409,0.0067,0.1,0.077
5294,skin_benchmark_1564.csv,PCA,0.5196,0.0,0.1,0.011
5295,skin_benchmark_1564.csv,LODA,0.6523,0.0959,0.1,0.1262
5296,skin_benchmark_1565.csv,KNN,0.8062,0.1067,0.1,0.057
5297,skin_benchmark_1565.csv,LOF,0.4407,0.0083,0.1,0.067
5298,skin_benchmark_1565.csv,PCA,0.5131,0.0,0.1,0.011
5299,skin_benchmark_1565.csv,LODA,0.575,0.0484,0.1,0.12
5300,skin_benchmark_1566.csv,KNN,0.7978,0.075,0.1,0.072
5301,skin_benchmark_1566.csv,LOF,0.4187,0.0133,0.1,0.108
5302,skin_benchmark_1566.csv,PCA,0.51,0.0067,0.1,0.011
5303,skin_benchmark_1566.csv,LODA,0.5303,0.0383,0.1,0.149
5304,skin_benchmark_1567.csv,KNN,0.7926,0.0867,0.1,0.0955
5305,skin_benchmark_1567.csv,LOF,0.4097,0.0317,0.1,0.128
5306,skin_benchmark_1567.csv,PCA,0.4883,0.0083,0.1,0.013
5307,skin_benchmark_1567.csv,LODA,0.6704,0.09,0.1,0.1
5308,skin_benchmark_1568.csv,KNN,0.7987,0.0933,0.1,0.071
5309,skin_benchmark_1568.csv,LOF,0.4413,0.015,0.1,0.109
5310,skin_benchmark_1568.csv,PCA,0.4904,0.0117,0.1,0.013
5311,skin_benchmark_1568.csv,LODA,0.5869,0.0633,0.1,0.124
