,benchmark,model,AUC,precision @ rank,anomaly.rate,time
987,skin_benchmark_0247.csv,LODA,0.1687,0.6085,0.71,0.1148
988,skin_benchmark_0248.csv,KNN,0.0355,0.5842,0.704,0.106
989,skin_benchmark_0248.csv,LOF,0.3436,0.6655,0.704,0.171
990,skin_benchmark_0248.csv,PCA,0.2083,0.6212,0.704,0.015
991,skin_benchmark_0248.csv,LODA,0.1397,0.5942,0.704,0.092
992,skin_benchmark_0249.csv,KNN,0.025,0.5773,0.701,0.0805
993,skin_benchmark_0249.csv,LOF,0.345,0.67,0.701,0.146
994,skin_benchmark_0249.csv,PCA,0.2251,0.6222,0.701,0.015
995,skin_benchmark_0249.csv,LODA,0.1733,0.6039,0.701,0.098
996,skin_benchmark_0250.csv,KNN,0.0246,0.582,0.7041666666666667,0.079
997,skin_benchmark_0250.csv,LOF,0.3519,0.6748,0.7041666666666667,0.203
998,skin_benchmark_0250.csv,PCA,0.2183,0.6284,0.7041666666666667,0.019
999,skin_benchmark_0250.csv,LODA,0.1659,0.604,0.7041666666666667,0.1
1000,skin_benchmark_0251.csv,KNN,0.0647,0.5951,0.7071666666666667,0.2025
1001,skin_benchmark_0251.csv,LOF,0.1981,0.6305,0.7071666666666667,0.382
1002,skin_benchmark_0251.csv,PCA,0.2395,0.6333,0.7071666666666667,0.016
1003,skin_benchmark_0251.csv,LODA,0.1772,0.6109,0.7071666666666667,0.1
1004,skin_benchmark_0252.csv,KNN,0.058,0.5815,0.6996666666666667,0.24
1005,skin_benchmark_0252.csv,LOF,0.1975,0.6165,0.6996666666666667,0.297
1006,skin_benchmark_0252.csv,PCA,0.2234,0.617,0.6996666666666667,0.014
1007,skin_benchmark_0252.csv,LODA,0.2188,0.6084,0.6996666666666667,0.123
1008,skin_benchmark_0253.csv,KNN,0.0568,0.5865,0.7033333333333334,0.225
1009,skin_benchmark_0253.csv,LOF,0.1925,0.6211,0.7033333333333334,0.3585
1010,skin_benchmark_0253.csv,PCA,0.229,0.6268,0.7033333333333334,0.015
1011,skin_benchmark_0253.csv,LODA,0.1747,0.605,0.7033333333333334,0.1135
1012,skin_benchmark_0254.csv,KNN,0.0493,0.5872,0.7041666666666667,0.186
1013,skin_benchmark_0254.csv,LOF,0.1764,0.6154,0.7041666666666667,0.378
1014,skin_benchmark_0254.csv,PCA,0.2324,0.6293,0.7041666666666667,0.014
1015,skin_benchmark_0254.csv,LODA,0.1557,0.5998,0.7041666666666667,0.12
1016,skin_benchmark_0255.csv,KNN,0.0725,0.5825,0.7006666666666667,0.192
1017,skin_benchmark_0255.csv,LOF,0.2165,0.6154,0.7006666666666667,0.279
1018,skin_benchmark_0255.csv,PCA,0.2292,0.6223,0.7006666666666667,0.016
1019,skin_benchmark_0255.csv,LODA,0.2143,0.608,0.7006666666666667,0.116
1020,skin_benchmark_0256.csv,KNN,0.1401,0.5932,0.7008333333333333,1.0496
1021,skin_benchmark_0256.csv,LOF,0.1577,0.5931,0.7008333333333333,1.1871
1022,skin_benchmark_0256.csv,PCA,0.2608,0.6295,0.7008333333333333,0.021
1023,skin_benchmark_0256.csv,LODA,0.3245,0.644,0.7008333333333333,0.103
1024,skin_benchmark_0257.csv,KNN,0.1421,0.5925,0.701,1.0206
1025,skin_benchmark_0257.csv,LOF,0.1617,0.5946,0.701,1.2431
1026,skin_benchmark_0257.csv,PCA,0.2572,0.626,0.701,0.034
1027,skin_benchmark_0257.csv,LODA,0.2561,0.626,0.701,0.117
1028,skin_benchmark_0258.csv,KNN,0.1451,0.5964,0.7016666666666667,0.9121
1029,skin_benchmark_0258.csv,LOF,0.1586,0.595,0.7016666666666667,1.3051
1030,skin_benchmark_0258.csv,PCA,0.2635,0.628,0.7016666666666667,0.023
1031,skin_benchmark_0258.csv,LODA,0.251,0.6235,0.7016666666666667,0.128
1032,skin_benchmark_0259.csv,KNN,0.1548,0.5985,0.704,1.1006
1033,skin_benchmark_0259.csv,LOF,0.1485,0.5959,0.704,1.2762
1034,skin_benchmark_0259.csv,PCA,0.2682,0.6378,0.704,0.033
1035,skin_benchmark_0259.csv,LODA,0.2583,0.6328,0.704,0.111
1036,skin_benchmark_0260.csv,KNN,0.151,0.5934,0.7001666666666667,1.0951
1037,skin_benchmark_0260.csv,LOF,0.1518,0.5894,0.7001666666666667,1.1956
1038,skin_benchmark_0260.csv,PCA,0.2687,0.627,0.7001666666666667,0.022
1039,skin_benchmark_0260.csv,LODA,0.2616,0.6184,0.7001666666666667,0.113
1040,skin_benchmark_0261.csv,KNN,0.0542,0.5938,0.7091666666666666,0.055
1041,skin_benchmark_0261.csv,LOF,0.4378,0.6891,0.7091666666666666,0.112
1042,skin_benchmark_0261.csv,PCA,0.4735,0.6982,0.7091666666666666,0.015
1043,skin_benchmark_0261.csv,LODA,0.2818,0.6112,0.7091666666666666,0.143
1044,skin_benchmark_0262.csv,KNN,0.0593,0.5962,0.7096666666666667,0.054
1045,skin_benchmark_0262.csv,LOF,0.4456,0.6916,0.7096666666666667,0.122
1046,skin_benchmark_0262.csv,PCA,0.4571,0.6987,0.7096666666666667,0.013
1047,skin_benchmark_0262.csv,LODA,0.2869,0.6255,0.7096666666666667,0.1474
1048,skin_benchmark_0263.csv,KNN,0.0538,0.5901,0.7071666666666667,0.06
1049,skin_benchmark_0263.csv,LOF,0.4477,0.6926,0.7071666666666667,0.095
1050,skin_benchmark_0263.csv,PCA,0.4496,0.6872,0.7071666666666667,0.011
1051,skin_benchmark_0263.csv,LODA,0.325,0.6115,0.7071666666666667,0.123
1052,skin_benchmark_0264.csv,KNN,0.0499,0.596,0.7108333333333333,0.053
1053,skin_benchmark_0264.csv,LOF,0.4528,0.695,0.7108333333333333,0.11
1054,skin_benchmark_0264.csv,PCA,0.4592,0.7027,0.7108333333333333,0.021
1055,skin_benchmark_0264.csv,LODA,0.2928,0.6313,0.7108333333333333,0.131
1056,skin_benchmark_0265.csv,KNN,0.054,0.5927,0.7088333333333333,0.048
1057,skin_benchmark_0265.csv,LOF,0.4332,0.6914,0.7088333333333333,0.091
1058,skin_benchmark_0265.csv,PCA,0.4466,0.6845,0.7088333333333333,0.011
1059,skin_benchmark_0265.csv,LODA,0.3669,0.6408,0.7088333333333333,0.11
1060,skin_benchmark_0266.csv,KNN,0.0761,0.586,0.7041666666666667,0.099
1061,skin_benchmark_0266.csv,LOF,0.3806,0.6764,0.7041666666666667,0.132
1062,skin_benchmark_0266.csv,PCA,0.4536,0.6843,0.7041666666666667,0.013
1063,skin_benchmark_0266.csv,LODA,0.4381,0.68,0.7041666666666667,0.15
1064,skin_benchmark_0267.csv,KNN,0.0861,0.5905,0.705,0.09
1065,skin_benchmark_0267.csv,LOF,0.3631,0.6738,0.705,0.145
1066,skin_benchmark_0267.csv,PCA,0.4514,0.6832,0.705,0.016
1067,skin_benchmark_0267.csv,LODA,0.3344,0.6392,0.705,0.136
1068,skin_benchmark_0268.csv,KNN,0.0572,0.5923,0.7076666666666667,0.089
1069,skin_benchmark_0268.csv,LOF,0.3995,0.6922,0.7076666666666667,0.134
1070,skin_benchmark_0268.csv,PCA,0.4545,0.6886,0.7076666666666667,0.018
1071,skin_benchmark_0268.csv,LODA,0.3772,0.6613,0.7076666666666667,0.125
1072,skin_benchmark_0269.csv,KNN,0.0731,0.6041,0.7131666666666666,0.088
1073,skin_benchmark_0269.csv,LOF,0.3826,0.6901,0.7131666666666666,0.1585
1074,skin_benchmark_0269.csv,PCA,0.4492,0.6969,0.7131666666666666,0.016
1075,skin_benchmark_0269.csv,LODA,0.3627,0.6553,0.7131666666666666,0.123
1076,skin_benchmark_0270.csv,KNN,0.058,0.5975,0.7113928508540236,0.109
1077,skin_benchmark_0270.csv,LOF,0.3835,0.6953,0.7113928508540236,0.147
1078,skin_benchmark_0270.csv,PCA,0.4692,0.696,0.7113928508540236,0.015
1079,skin_benchmark_0270.csv,LODA,0.4042,0.6592,0.7113928508540236,0.12
1080,skin_benchmark_0271.csv,KNN,0.1037,0.5978,0.7057436415698164,0.216
1081,skin_benchmark_0271.csv,LOF,0.2633,0.6415,0.7057436415698164,0.291
1082,skin_benchmark_0271.csv,PCA,0.4608,0.6888,0.7057436415698164,0.013
1083,skin_benchmark_0271.csv,LODA,0.4094,0.6702,0.7057436415698164,0.1201
1084,skin_benchmark_0272.csv,KNN,0.1325,0.6003,0.7060621497707591,0.188
1085,skin_benchmark_0272.csv,LOF,0.3077,0.6561,0.7060621497707591,0.277
1086,skin_benchmark_0272.csv,PCA,0.4497,0.684,0.7060621497707591,0.018
1087,skin_benchmark_0272.csv,LODA,0.4263,0.6736,0.7060621497707591,0.124
1088,skin_benchmark_0273.csv,KNN,0.099,0.6003,0.7088333333333333,0.193
1089,skin_benchmark_0273.csv,LOF,0.2647,0.6457,0.7088333333333333,0.334
1090,skin_benchmark_0273.csv,PCA,0.4465,0.6847,0.7088333333333333,0.017
1091,skin_benchmark_0273.csv,LODA,0.3534,0.6532,0.7088333333333333,0.1119
1092,skin_benchmark_0274.csv,KNN,0.1181,0.6086,0.7103333333333334,0.186
1093,skin_benchmark_0274.csv,LOF,0.3032,0.6581,0.7103333333333334,0.301
1094,skin_benchmark_0274.csv,PCA,0.4509,0.6847,0.7103333333333334,0.016
1095,skin_benchmark_0274.csv,LODA,0.3825,0.6621,0.7103333333333334,0.119
1096,skin_benchmark_0275.csv,KNN,0.1252,0.609,0.7101666666666666,0.171
1097,skin_benchmark_0275.csv,LOF,0.3025,0.6613,0.7101666666666666,0.249
1098,skin_benchmark_0275.csv,PCA,0.4544,0.6904,0.7101666666666666,0.014
1099,skin_benchmark_0275.csv,LODA,0.4253,0.6801,0.7101666666666666,0.112
1100,skin_benchmark_0276.csv,KNN,0.2457,0.6243,0.7057768209544313,0.8201
1101,skin_benchmark_0276.csv,LOF,0.2722,0.6263,0.7057768209544313,0.9607
1102,skin_benchmark_0276.csv,PCA,0.4619,0.6886,0.7057768209544313,0.018
1103,skin_benchmark_0276.csv,LODA,0.4459,0.6835,0.7057768209544313,0.107
1104,skin_benchmark_0277.csv,KNN,0.2223,0.6195,0.7063333333333334,0.9461
1105,skin_benchmark_0277.csv,LOF,0.2763,0.6303,0.7063333333333334,1.3191
1106,skin_benchmark_0277.csv,PCA,0.4483,0.6885,0.7063333333333334,0.024
1107,skin_benchmark_0277.csv,LODA,0.4765,0.6982,0.7063333333333334,0.112
1108,skin_benchmark_0278.csv,KNN,0.2286,0.6262,0.7106666666666667,0.9391
1109,skin_benchmark_0278.csv,LOF,0.2837,0.6377,0.7106666666666667,1.2421
1110,skin_benchmark_0278.csv,PCA,0.4605,0.6942,0.7106666666666667,0.031
1111,skin_benchmark_0278.csv,LODA,0.4229,0.6808,0.7106666666666667,0.093
1112,skin_benchmark_0279.csv,KNN,0.2408,0.6246,0.7075,0.9401
1113,skin_benchmark_0279.csv,LOF,0.2783,0.637,0.7075,1.1841
1114,skin_benchmark_0279.csv,PCA,0.4537,0.6916,0.7075,0.019
1115,skin_benchmark_0279.csv,LODA,0.3672,0.6615,0.7075,0.125
1116,skin_benchmark_0280.csv,KNN,0.2332,0.6266,0.7078333333333333,0.8493
1117,skin_benchmark_0280.csv,LOF,0.2686,0.6308,0.7078333333333333,0.9411
1118,skin_benchmark_0280.csv,PCA,0.4558,0.6908,0.7078333333333333,0.02
1119,skin_benchmark_0280.csv,LODA,0.4635,0.6918,0.7078333333333333,0.091
1120,skin_benchmark_0281.csv,KNN,0.0245,0.5746,0.7001666666666667,0.064
1121,skin_benchmark_0281.csv,LOF,0.4504,0.6793,0.7001666666666667,0.093
1122,skin_benchmark_0281.csv,PCA,0.2078,0.6144,0.7001666666666667,0.014
1123,skin_benchmark_0281.csv,LODA,0.1509,0.5704,0.7001666666666667,0.16
1124,skin_benchmark_0282.csv,KNN,0.0213,0.5883,0.7071666666666667,0.078
1125,skin_benchmark_0282.csv,LOF,0.4544,0.6936,0.7071666666666667,0.098
1126,skin_benchmark_0282.csv,PCA,0.2063,0.6272,0.7071666666666667,0.024
1127,skin_benchmark_0282.csv,LODA,0.1538,0.5895,0.7071666666666667,0.121
1128,skin_benchmark_0283.csv,KNN,0.0279,0.5928,0.7086666666666667,0.044
1129,skin_benchmark_0283.csv,LOF,0.464,0.701,0.7086666666666667,0.073
1130,skin_benchmark_0283.csv,PCA,0.2115,0.6319,0.7086666666666667,0.011
1131,skin_benchmark_0283.csv,LODA,0.1603,0.5907,0.7086666666666667,0.126
1132,skin_benchmark_0284.csv,KNN,0.0226,0.5716,0.6988333333333333,0.059
1133,skin_benchmark_0284.csv,LOF,0.4549,0.6821,0.6988333333333333,0.097
1134,skin_benchmark_0284.csv,PCA,0.2238,0.6198,0.6988333333333333,0.026
1135,skin_benchmark_0284.csv,LODA,0.1519,0.5652,0.6988333333333333,0.153
1136,skin_benchmark_0285.csv,KNN,0.0256,0.5834,0.7036666666666667,0.048
1137,skin_benchmark_0285.csv,LOF,0.4731,0.6902,0.7036666666666667,0.081
1138,skin_benchmark_0285.csv,PCA,0.2087,0.6234,0.7036666666666667,0.012
1139,skin_benchmark_0285.csv,LODA,0.145,0.5716,0.7036666666666667,0.163
1140,skin_benchmark_0286.csv,KNN,0.036,0.5684,0.6958333333333333,0.091
1141,skin_benchmark_0286.csv,LOF,0.3524,0.668,0.6958333333333333,0.139
1142,skin_benchmark_0286.csv,PCA,0.2139,0.611,0.6958333333333333,0.014
1143,skin_benchmark_0286.csv,LODA,0.1689,0.5856,0.6958333333333333,0.159
1144,skin_benchmark_0287.csv,KNN,0.0333,0.5808,0.7025,0.109
1145,skin_benchmark_0287.csv,LOF,0.3578,0.6702,0.7025,0.109
1146,skin_benchmark_0287.csv,PCA,0.2186,0.624,0.7025,0.012
1147,skin_benchmark_0287.csv,LODA,0.1988,0.6036,0.7025,0.1155
1148,skin_benchmark_0288.csv,KNN,0.0281,0.5846,0.7045,0.078
1149,skin_benchmark_0288.csv,LOF,0.3735,0.6818,0.7045,0.142
1150,skin_benchmark_0288.csv,PCA,0.2108,0.6201,0.7045,0.014
1151,skin_benchmark_0288.csv,LODA,0.1667,0.604,0.7045,0.141
1152,skin_benchmark_0289.csv,KNN,0.0268,0.5855,0.7056666666666667,0.0861
1153,skin_benchmark_0289.csv,LOF,0.321,0.6691,0.7056666666666667,0.184
1154,skin_benchmark_0289.csv,PCA,0.2133,0.628,0.7056666666666667,0.026
1155,skin_benchmark_0289.csv,LODA,0.137,0.6006,0.7056666666666667,0.164
1156,skin_benchmark_0290.csv,KNN,0.0305,0.577,0.7001666666666667,0.095
1157,skin_benchmark_0290.csv,LOF,0.3681,0.671,0.7001666666666667,0.146
1158,skin_benchmark_0290.csv,PCA,0.2203,0.6244,0.7001666666666667,0.014
1159,skin_benchmark_0290.csv,LODA,0.1735,0.6027,0.7001666666666667,0.154
1160,skin_benchmark_0291.csv,KNN,0.0562,0.5864,0.7035,0.214
1161,skin_benchmark_0291.csv,LOF,0.1786,0.6179,0.7035,0.35
1162,skin_benchmark_0291.csv,PCA,0.2402,0.629,0.7035,0.016
1163,skin_benchmark_0291.csv,LODA,0.2273,0.6205,0.7035,0.147
1164,skin_benchmark_0292.csv,KNN,0.0564,0.5915,0.7058333333333333,0.173
1165,skin_benchmark_0292.csv,LOF,0.1756,0.6153,0.7058333333333333,0.327
1166,skin_benchmark_0292.csv,PCA,0.2479,0.6326,0.7058333333333333,0.013
1167,skin_benchmark_0292.csv,LODA,0.1948,0.6113,0.7058333333333333,0.122
1168,skin_benchmark_0293.csv,KNN,0.0609,0.5918,0.7055,0.229
1169,skin_benchmark_0293.csv,LOF,0.1937,0.6234,0.7055,0.311
1170,skin_benchmark_0293.csv,PCA,0.2328,0.6258,0.7055,0.013
1171,skin_benchmark_0293.csv,LODA,0.1953,0.6126,0.7055,0.11
1172,skin_benchmark_0294.csv,KNN,0.0614,0.5917,0.7053333333333334,0.197
1173,skin_benchmark_0294.csv,LOF,0.2036,0.6248,0.7053333333333334,0.341
1174,skin_benchmark_0294.csv,PCA,0.2246,0.6257,0.7053333333333334,0.017
1175,skin_benchmark_0294.csv,LODA,0.2163,0.6219,0.7053333333333334,0.132
1176,skin_benchmark_0295.csv,KNN,0.0564,0.5892,0.7038333333333333,0.161
1177,skin_benchmark_0295.csv,LOF,0.1974,0.6218,0.7038333333333333,0.301
1178,skin_benchmark_0295.csv,PCA,0.2324,0.6287,0.7038333333333333,0.014
1179,skin_benchmark_0295.csv,LODA,0.2281,0.6211,0.7038333333333333,0.1326
1180,skin_benchmark_0296.csv,KNN,0.1302,0.6003,0.7063333333333334,0.9028
1181,skin_benchmark_0296.csv,LOF,0.1515,0.6041,0.7063333333333334,1.1646
1182,skin_benchmark_0296.csv,PCA,0.2642,0.6364,0.7063333333333334,0.022
1183,skin_benchmark_0296.csv,LODA,0.2325,0.6251,0.7063333333333334,0.101
1184,skin_benchmark_0297.csv,KNN,0.1443,0.6011,0.7023333333333334,0.9446
1185,skin_benchmark_0297.csv,LOF,0.1556,0.5999,0.7023333333333334,1.1471
1186,skin_benchmark_0297.csv,PCA,0.2629,0.6343,0.7023333333333334,0.023
1187,skin_benchmark_0297.csv,LODA,0.2726,0.6331,0.7023333333333334,0.1158
1188,skin_benchmark_0298.csv,KNN,0.1398,0.6022,0.7046666666666667,0.8666
1189,skin_benchmark_0298.csv,LOF,0.1568,0.6012,0.7046666666666667,1.0801
1190,skin_benchmark_0298.csv,PCA,0.2683,0.6346,0.7046666666666667,0.02
1191,skin_benchmark_0298.csv,LODA,0.2988,0.6445,0.7046666666666667,0.097
1192,skin_benchmark_0299.csv,KNN,0.1594,0.6008,0.7038333333333333,0.8681
1193,skin_benchmark_0299.csv,LOF,0.1599,0.5974,0.7038333333333333,1.0507
1194,skin_benchmark_0299.csv,PCA,0.2742,0.6372,0.7038333333333333,0.02
1195,skin_benchmark_0299.csv,LODA,0.2845,0.6377,0.7038333333333333,0.102
1196,skin_benchmark_0300.csv,KNN,0.1689,0.6099,0.7058333333333333,0.9441
1197,skin_benchmark_0300.csv,LOF,0.1644,0.6061,0.7058333333333333,0.9722
1198,skin_benchmark_0300.csv,PCA,0.272,0.6361,0.7058333333333333,0.021
1199,skin_benchmark_0300.csv,LODA,0.2865,0.6394,0.7058333333333333,0.116
1200,skin_benchmark_0301.csv,KNN,0.9814,0.0,0.001,0.041
1201,skin_benchmark_0301.csv,LOF,0.6292,0.0,0.001,0.076
1202,skin_benchmark_0301.csv,PCA,0.5252,0.0,0.001,0.024
1203,skin_benchmark_0301.csv,LODA,0.7767,0.0,0.001,0.15
1204,skin_benchmark_0302.csv,KNN,0.9852,0.0,0.001,0.087
1205,skin_benchmark_0302.csv,LOF,0.6191,0.0,0.001,0.085
1206,skin_benchmark_0302.csv,PCA,0.7758,0.0,0.001,0.013
1207,skin_benchmark_0302.csv,LODA,0.6741,0.0,0.001,0.12
1208,skin_benchmark_0303.csv,KNN,0.9899,0.0,0.001,0.044
1209,skin_benchmark_0303.csv,LOF,0.8026,0.0,0.001,0.102
1210,skin_benchmark_0303.csv,PCA,0.5951,0.0,0.001,0.012
1211,skin_benchmark_0303.csv,LODA,0.745,0.0,0.001,0.145
1212,skin_benchmark_0304.csv,KNN,0.986,0.0,0.001,0.081
1213,skin_benchmark_0304.csv,LOF,0.7639,0.0,0.001,0.097
1214,skin_benchmark_0304.csv,PCA,0.6025,0.0,0.001,0.014
1215,skin_benchmark_0304.csv,LODA,0.8558,0.0,0.001,0.113
1216,skin_benchmark_0305.csv,KNN,0.9914,0.0,0.001,0.048
1217,skin_benchmark_0305.csv,LOF,0.701,0.0,0.001,0.085
1218,skin_benchmark_0305.csv,PCA,0.6429,0.0,0.001,0.023
1219,skin_benchmark_0305.csv,LODA,0.6612,0.0,0.001,0.137
1220,skin_benchmark_0306.csv,KNN,0.957,0.0,0.001,0.072
1221,skin_benchmark_0306.csv,LOF,0.6413,0.0,0.001,0.104
1222,skin_benchmark_0306.csv,PCA,0.6385,0.0,0.001,0.011
1223,skin_benchmark_0306.csv,LODA,0.7342,0.0,0.001,0.116
1224,skin_benchmark_0307.csv,KNN,0.978,0.0,0.001,0.075
1225,skin_benchmark_0307.csv,LOF,0.8411,0.0,0.001,0.108
1226,skin_benchmark_0307.csv,PCA,0.7074,0.0,0.001,0.011
1227,skin_benchmark_0307.csv,LODA,0.8792,0.0,0.001,0.098
1228,skin_benchmark_0308.csv,KNN,0.9632,0.0,0.001,0.058
1229,skin_benchmark_0308.csv,LOF,0.4979,0.0,0.001,0.097
1230,skin_benchmark_0308.csv,PCA,0.5732,0.0,0.001,0.025
1231,skin_benchmark_0308.csv,LODA,0.8262,0.0,0.001,0.127
1232,skin_benchmark_0309.csv,KNN,0.9572,0.0,0.001,0.067
1233,skin_benchmark_0309.csv,LOF,0.6308,0.0,0.001,0.099
1234,skin_benchmark_0309.csv,PCA,0.6141,0.0,0.001,0.013
1235,skin_benchmark_0309.csv,LODA,0.7531,0.0,0.001,0.122
1236,skin_benchmark_0310.csv,KNN,0.9649,0.0,0.001,0.053
1237,skin_benchmark_0310.csv,LOF,0.7363,0.0,0.001,0.147
1238,skin_benchmark_0310.csv,PCA,0.4843,0.0,0.001,0.019
1239,skin_benchmark_0310.csv,LODA,0.6162,0.0,0.001,0.105
1240,skin_benchmark_0311.csv,KNN,0.9239,0.0,0.001,0.164
1241,skin_benchmark_0311.csv,LOF,0.9231,0.0,0.001,0.298
1242,skin_benchmark_0311.csv,PCA,0.4018,0.0,0.001,0.024
1243,skin_benchmark_0311.csv,LODA,0.6816,0.0,0.001,0.122
1244,skin_benchmark_0312.csv,KNN,0.9422,0.0,0.001,0.13
1245,skin_benchmark_0312.csv,LOF,0.7464,0.0,0.001,0.223
1246,skin_benchmark_0312.csv,PCA,0.5915,0.0,0.001,0.013
1247,skin_benchmark_0312.csv,LODA,0.7062,0.0,0.001,0.104
1248,skin_benchmark_0313.csv,KNN,0.9356,0.0,0.001,0.15
1249,skin_benchmark_0313.csv,LOF,0.8289,0.0,0.001,0.236
1250,skin_benchmark_0313.csv,PCA,0.5225,0.0,0.001,0.014
1251,skin_benchmark_0313.csv,LODA,0.6512,0.0,0.001,0.111
1252,skin_benchmark_0314.csv,KNN,0.9467,0.0,0.001,0.164
1253,skin_benchmark_0314.csv,LOF,0.9042,0.0,0.001,0.2676
1254,skin_benchmark_0314.csv,PCA,0.5616,0.0,0.001,0.015
1255,skin_benchmark_0314.csv,LODA,0.6263,0.0,0.001,0.102
1256,skin_benchmark_0315.csv,KNN,0.9317,0.0,0.001,0.173
1257,skin_benchmark_0315.csv,LOF,0.8797,0.0,0.001,0.231
1258,skin_benchmark_0315.csv,PCA,0.672,0.0,0.001,0.012
1259,skin_benchmark_0315.csv,LODA,0.6978,0.0,0.001,0.134
1260,skin_benchmark_0316.csv,KNN,0.8944,0.0,0.001,0.6831
1261,skin_benchmark_0316.csv,LOF,0.9379,0.0,0.001,0.9481
1262,skin_benchmark_0316.csv,PCA,0.571,0.0,0.001,0.02
1263,skin_benchmark_0316.csv,LODA,0.4856,0.0,0.001,0.101
1264,skin_benchmark_0317.csv,KNN,0.8399,0.0,0.001,0.7431
1265,skin_benchmark_0317.csv,LOF,0.878,0.0,0.001,1.1901
1266,skin_benchmark_0317.csv,PCA,0.5674,0.0,0.001,0.023
1267,skin_benchmark_0317.csv,LODA,0.5601,0.0,0.001,0.126
1268,skin_benchmark_0318.csv,KNN,0.898,0.0,0.001,0.7601
1269,skin_benchmark_0318.csv,LOF,0.957,0.0,0.001,1.1591
1270,skin_benchmark_0318.csv,PCA,0.6487,0.0,0.001,0.02
1271,skin_benchmark_0318.csv,LODA,0.6098,0.0,0.001,0.144
1272,skin_benchmark_0319.csv,KNN,0.8185,0.0,0.001,0.7091
1273,skin_benchmark_0319.csv,LOF,0.8778,0.0,0.001,0.9541
1274,skin_benchmark_0319.csv,PCA,0.5336,0.0,0.001,0.021
1275,skin_benchmark_0319.csv,LODA,0.5686,0.0,0.001,0.125
1276,skin_benchmark_0320.csv,KNN,0.8738,0.0,0.001,0.6871
1277,skin_benchmark_0320.csv,LOF,0.9202,0.0,0.001,0.9361
1278,skin_benchmark_0320.csv,PCA,0.6749,0.0,0.001,0.023
1279,skin_benchmark_0320.csv,LODA,0.7229,0.0,0.001,0.113
1280,skin_benchmark_0321.csv,KNN,0.9836,0.0,0.001,0.052
1281,skin_benchmark_0321.csv,LOF,0.8064,0.0,0.001,0.101
1282,skin_benchmark_0321.csv,PCA,0.7069,0.0,0.001,0.013
1283,skin_benchmark_0321.csv,LODA,0.8531,0.0,0.001,0.152
1284,skin_benchmark_0322.csv,KNN,0.9875,0.0,0.001,0.055
1285,skin_benchmark_0322.csv,LOF,0.7967,0.0,0.001,0.085
1286,skin_benchmark_0322.csv,PCA,0.7846,0.0,0.001,0.013
1287,skin_benchmark_0322.csv,LODA,0.8057,0.0,0.001,0.137
1288,skin_benchmark_0323.csv,KNN,0.9911,0.0,0.001,0.049
1289,skin_benchmark_0323.csv,LOF,0.7958,0.0,0.001,0.081
1290,skin_benchmark_0323.csv,PCA,0.6191,0.0,0.001,0.013
1291,skin_benchmark_0323.csv,LODA,0.6326,0.0,0.001,0.146
1292,skin_benchmark_0324.csv,KNN,0.9864,0.0,0.001,0.05
1293,skin_benchmark_0324.csv,LOF,0.8903,0.0,0.001,0.082
1294,skin_benchmark_0324.csv,PCA,0.6772,0.0,0.001,0.014
1295,skin_benchmark_0324.csv,LODA,0.6885,0.0,0.001,0.133
1296,skin_benchmark_0325.csv,KNN,0.9868,0.0,0.001,0.051
1297,skin_benchmark_0325.csv,LOF,0.8308,0.0,0.001,0.082
1298,skin_benchmark_0325.csv,PCA,0.6726,0.0,0.001,0.014
1299,skin_benchmark_0325.csv,LODA,0.7721,0.0,0.001,0.127
1300,skin_benchmark_0326.csv,KNN,0.9538,0.0,0.001,0.087
1301,skin_benchmark_0326.csv,LOF,0.7888,0.0,0.001,0.104
1302,skin_benchmark_0326.csv,PCA,0.623,0.0,0.001,0.01
1303,skin_benchmark_0326.csv,LODA,0.619,0.0,0.001,0.144
1304,skin_benchmark_0327.csv,KNN,0.9701,0.0,0.001,0.079
1305,skin_benchmark_0327.csv,LOF,0.7844,0.0,0.001,0.12
1306,skin_benchmark_0327.csv,PCA,0.75,0.0,0.001,0.013
1307,skin_benchmark_0327.csv,LODA,0.8171,0.0,0.001,0.128
1308,skin_benchmark_0328.csv,KNN,0.9745,0.0,0.001,0.053
1309,skin_benchmark_0328.csv,LOF,0.8557,0.0,0.001,0.093
1310,skin_benchmark_0328.csv,PCA,0.6507,0.0,0.001,0.011
1311,skin_benchmark_0328.csv,LODA,0.7201,0.0,0.001,0.132
1312,skin_benchmark_0329.csv,KNN,0.991,0.1667,0.001,0.083
1313,skin_benchmark_0329.csv,LOF,0.9572,0.0,0.001,0.13
1314,skin_benchmark_0329.csv,PCA,0.8168,0.0,0.001,0.012
1315,skin_benchmark_0329.csv,LODA,0.8773,0.0,0.001,0.134
1316,skin_benchmark_0330.csv,KNN,0.9843,0.0,0.001,0.071
1317,skin_benchmark_0330.csv,LOF,0.8425,0.0,0.001,0.097
1318,skin_benchmark_0330.csv,PCA,0.8134,0.0,0.001,0.011
1319,skin_benchmark_0330.csv,LODA,0.9198,0.0,0.001,0.105
1320,skin_benchmark_0331.csv,KNN,0.9438,0.0,0.001,0.136
1321,skin_benchmark_0331.csv,LOF,0.7107,0.0,0.001,0.227
1322,skin_benchmark_0331.csv,PCA,0.7504,0.0,0.001,0.024
1323,skin_benchmark_0331.csv,LODA,0.7883,0.0,0.001,0.121
1324,skin_benchmark_0332.csv,KNN,0.936,0.0,0.001,0.162
1325,skin_benchmark_0332.csv,LOF,0.8002,0.0,0.001,0.248
